league,season,team,game,date,round,day,venue,result,GF,GA,opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,time,match_report
,2022,Switzerland,2021-11-15 Switzerland-Bulgaria,2021-11-15,First round,Mon,Home,W,4,0,Bulgaria,0,0,0,,1,0,0,0,0,20:45:00,/en/matches/1e0f49ba/Switzerland-Bulgaria-November-15-2021-WCQ----UEFA-M
,2022,Switzerland,2022-03-26 England-England,2022-03-26,Friendlies (M),Sat,Neutral,L,1,2,England,,2,,,0,1,1,0,0,17:30:00,/en/matches/3a98668d/England-Switzerland-March-26-2022-Friendlies-M
,2022,Switzerland,2022-03-29 Kosovo-Kosovo,2022-03-29,Friendlies (M),Tue,Neutral,D,1,1,Kosovo,,1,,,0,0,0,0,0,18:00:00,/en/matches/4634b9ed/Switzerland-Kosovo-March-29-2022-Friendlies-M
,2022,Switzerland,2022-11-17 Ghana-Ghana,2022-11-17,Friendlies (M),Thu,Neutral,L,0,2,Ghana,,2,,,0,0,0,0,0,14:00:00,/en/matches/122522a1/Ghana-Switzerland-November-17-2022-Friendlies-M
,2022,Switzerland,2022-11-24 Cameroon-Cameroon,2022-11-24,Group stage,Thu,Neutral,W,1,0,Cameroon,5,0,5,100.0,1,0,0,0,0,13:00:00,/en/matches/2bfd41ff/Switzerland-Cameroon-November-24-2022-World-Cup
,2022,Switzerland,2022-11-28 Brazil-Brazil,2022-11-28,Group stage,Mon,Neutral,L,0,1,Brazil,5,1,4,80.0,0,0,0,0,0,19:00:00,/en/matches/459240ee/Brazil-Switzerland-November-28-2022-World-Cup
,2022,Switzerland,2022-12-02 Serbia-Serbia,2022-12-02,Group stage,Fri,Neutral,W,3,2,Serbia,4,2,2,50.0,0,0,0,0,0,22:00:00,/en/matches/cef4945f/Serbia-Switzerland-December-2-2022-World-Cup
,2022,Switzerland,2022-12-06 Portugal-Portugal,2022-12-06,Round of 16,Tue,Neutral,L,1,6,Portugal,9,6,3,33.3,0,0,0,0,0,22:00:00,/en/matches/799eb586/Portugal-Switzerland-December-6-2022-World-Cup
,2022,Tunisia,2021-09-03 Tunisia-Equ. Guinea,2021-09-03,Second round,Fri,Home,W,3,0,Equ. Guinea,,0,,,1,0,0,0,0,20:00:00,/en/matches/0896d493/Tunisia-Equatorial-Guinea-September-3-2021-WCQ----CAF-M
,2022,Tunisia,2021-09-07 Zambia-Tunisia,2021-09-07,Second round,Tue,Away,W,2,0,Zambia,,0,,,1,0,0,0,0,15:00:00,/en/matches/f8b4c8bb/Zambia-Tunisia-September-7-2021-WCQ----CAF-M
,2022,Tunisia,2021-10-07 Tunisia-Mauritania,2021-10-07,Second round,Thu,Home,W,3,0,Mauritania,,0,,,1,0,0,0,0,20:00:00,/en/matches/949c3e83/Tunisia-Mauritania-October-7-2021-WCQ----CAF-M
,2022,Tunisia,2021-10-10 Mauritania-Tunisia,2021-10-10,Second round,Sun,Away,D,0,0,Mauritania,,0,,,1,0,0,0,0,19:00:00,/en/matches/50035774/Mauritania-Tunisia-October-10-2021-WCQ----CAF-M
,2022,Tunisia,2021-11-13 Equ. Guinea-Tunisia,2021-11-13,Second round,Sat,Away,L,0,1,Equ. Guinea,,1,,,0,0,0,0,0,17:00:00,/en/matches/114710d9/Equatorial-Guinea-Tunisia-November-13-2021-WCQ----CAF-M
,2022,Tunisia,2021-11-16 Tunisia-Zambia,2021-11-16,Second round,Tue,Home,W,3,1,Zambia,,1,,,0,1,0,0,1,20:00:00,/en/matches/b2f49f92/Tunisia-Zambia-November-16-2021-WCQ----CAF-M
,2022,Tunisia,2022-03-25 Mali-Tunisia,2022-03-25,Third round,Fri,Away,W,1,0,Mali,,0,,,1,0,0,0,0,17:00:00,/en/matches/a071aabd/Mali-Tunisia-March-25-2022-WCQ----CAF-M
,2022,Tunisia,2022-03-29 Tunisia-Mali,2022-03-29,Third round,Tue,Home,D,0,0,Mali,,0,,,1,0,0,0,0,20:30:00,/en/matches/d8f8b61e/Tunisia-Mali-March-29-2022-WCQ----CAF-M
,2022,Tunisia,2022-09-22 Comoros-Comoros,2022-09-22,Friendlies (M),Thu,Neutral,W,1,0,Comoros,,0,,,1,0,0,0,0,16:30:00,/en/matches/261907b5/Tunisia-Comoros-September-22-2022-Friendlies-M
,2022,Tunisia,2022-09-27 Brazil-Brazil,2022-09-27,Friendlies (M),Tue,Neutral,L,1,5,Brazil,,5,,,0,1,1,0,0,15:30:00,/en/matches/963b2d1a/Brazil-Tunisia-September-27-2022-Friendlies-M
,2022,Tunisia,2022-11-22 Denmark-Denmark,2022-11-22,Group stage,Tue,Neutral,D,0,0,Denmark,5,0,5,100.0,1,0,0,0,0,16:00:00,/en/matches/ea069a7f/Denmark-Tunisia-November-22-2022-World-Cup
,2022,Tunisia,2022-11-26 Australia-Australia,2022-11-26,Group stage,Sat,Neutral,L,0,1,Australia,2,1,1,50.0,0,0,0,0,0,13:00:00,/en/matches/b105bb5f/Tunisia-Australia-November-26-2022-World-Cup
,2022,Tunisia,2022-11-30 France-France,2022-11-30,Group stage,Wed,Neutral,W,1,0,France,3,0,3,100.0,1,0,0,0,0,18:00:00,/en/matches/acb6de0f/Tunisia-France-November-30-2022-World-Cup
,2022,United States,2021-09-02 El Salvador-United States,2021-09-02,Third round,Thu,Away,D,0,0,El Salvador,,0,,,1,0,0,0,0,20:05:00,/en/matches/7734d999/El-Salvador-United-States-September-2-2021-WCQ----CONCACAF-M
,2022,United States,2021-09-05 United States-Canada,2021-09-05,Third round,Sun,Home,D,1,1,Canada,,1,,,0,0,0,0,0,19:12:00,/en/matches/4eadc8b5/United-States-Canada-September-5-2021-WCQ----CONCACAF-M
,2022,United States,2021-09-08 Honduras-United States,2021-09-08,Third round,Wed,Away,W,4,1,Honduras,,1,,,0,0,0,0,0,20:30:00,/en/matches/ea786b93/Honduras-United-States-September-8-2021-WCQ----CONCACAF-M
,2022,United States,2021-10-07 United States-Jamaica,2021-10-07,Third round,Thu,Home,W,2,0,Jamaica,,0,,,1,0,0,0,0,18:45:00,/en/matches/b82ee796/United-States-Jamaica-October-7-2021-WCQ----CONCACAF-M
,2022,United States,2021-10-10 Panama-United States,2021-10-10,Third round,Sun,Away,L,0,1,Panama,,1,,,0,0,0,0,0,17:05:00,/en/matches/3999b55b/Panama-United-States-October-10-2021-WCQ----CONCACAF-M
,2022,United States,2021-10-13 United States-Costa Rica,2021-10-13,Third round,Wed,Home,W,2,1,Costa Rica,,1,,,0,0,0,0,0,19:00:00,/en/matches/57d0c2c6/United-States-Costa-Rica-October-13-2021-WCQ----CONCACAF-M
,2022,United States,2021-11-12 United States-Mexico,2021-11-12,Third round,Fri,Home,W,2,0,Mexico,,0,,,1,0,0,0,0,21:10:00,/en/matches/79a3bf11/United-States-Mexico-November-12-2021-WCQ----CONCACAF-M
,2022,United States,2021-11-16 Jamaica-United States,2021-11-16,Third round,Tue,Away,D,1,1,Jamaica,,1,,,0,0,0,0,0,17:00:00,/en/matches/b2289ca6/Jamaica-United-States-November-16-2021-WCQ----CONCACAF-M
,2022,United States,2022-01-27 United States-El Salvador,2022-01-27,Third round,Thu,Home,W,1,0,El Salvador,,0,,,1,0,0,0,0,19:00:00,/en/matches/a1ba697e/United-States-El-Salvador-January-27-2022-WCQ----CONCACAF-M
,2022,United States,2022-01-30 Canada-United States,2022-01-30,Third round,Sun,Away,L,0,2,Canada,,2,,,0,0,0,0,0,15:05:00,/en/matches/6c21289c/Canada-United-States-January-30-2022-WCQ----CONCACAF-M
,2022,United States,2022-02-02 United States-Honduras,2022-02-02,Third round,Wed,Home,W,3,0,Honduras,,0,,,1,0,0,0,0,18:30:00,/en/matches/a790a017/United-States-Honduras-February-2-2022-WCQ----CONCACAF-M
,2022,United States,2022-03-24 Mexico-United States,2022-03-24,Third round,Thu,Away,D,0,0,Mexico,,0,,,1,0,0,0,0,20:00:00,/en/matches/07494c1b/Mexico-United-States-March-24-2022-WCQ----CONCACAF-M
,2022,United States,2022-03-27 United States-Panama,2022-03-27,Third round,Sun,Home,W,5,1,Panama,,1,,,0,0,0,0,0,19:00:00,/en/matches/13c77536/United-States-Panama-March-27-2022-WCQ----CONCACAF-M
,2022,United States,2022-03-30 Costa Rica-United States,2022-03-30,Third round,Wed,Away,L,0,2,Costa Rica,,2,,,0,0,0,0,0,19:05:00,/en/matches/5931a7e7/Costa-Rica-United-States-March-30-2022-WCQ----CONCACAF-M
,2022,United States,2022-06-01 Morocco-Morocco,2022-06-01,Friendlies (M),Wed,Neutral,W,3,0,Morocco,,0,,,1,1,0,0,1,19:30:00,/en/matches/1f428d10/United-States-Morocco-June-1-2022-Friendlies-M
,2022,United States,2022-09-23 Japan-Japan,2022-09-23,Friendlies (M),Fri,Neutral,L,0,2,Japan,,2,,,0,0,0,0,0,14:25:00,/en/matches/676aab42/Japan-United-States-September-23-2022-Friendlies-M
,2022,United States,2022-09-27 Saudi Arabia-Saudi Arabia,2022-09-27,Friendlies (M),Tue,Neutral,D,0,0,Saudi Arabia,,0,,,1,0,0,0,0,20:00:00,/en/matches/56bde19a/Saudi-Arabia-United-States-September-27-2022-Friendlies-M
,2022,United States,2022-11-21 Wales-Wales,2022-11-21,Group stage,Mon,Neutral,D,1,1,Wales,3,1,2,66.7,0,1,1,0,0,22:00:00,/en/matches/9de4c4cc/United-States-Wales-November-21-2022-World-Cup
,2022,United States,2022-11-25 England-England,2022-11-25,Group stage,Fri,Neutral,D,0,0,England,3,0,3,100.0,1,0,0,0,0,22:00:00,/en/matches/cde0c30b/England-United-States-November-25-2022-World-Cup
,2022,United States,2022-11-29 IR Iran-IR Iran,2022-11-29,Group stage,Tue,Neutral,W,1,0,IR Iran,0,0,0,,1,0,0,0,0,22:00:00,/en/matches/dcd3b239/IR-Iran-United-States-November-29-2022-World-Cup
,2022,United States,2022-12-03 Netherlands-Netherlands,2022-12-03,Round of 16,Sat,Neutral,L,1,3,Netherlands,7,3,4,57.1,0,0,0,0,0,18:00:00,/en/matches/249ccad4/Netherlands-United-States-December-3-2022-World-Cup
,2022,Uruguay,2020-10-08 Uruguay-Chile,2020-10-08,WCQ — CONMEBOL (M),Thu,Home,W,2,1,Chile,3,1,2,66.7,0,0,0,0,0,19:45:00,/en/matches/22e4118a/Uruguay-Chile-October-8-2020-WCQ----CONMEBOL-M
,2022,Uruguay,2020-10-13 Ecuador-Uruguay,2020-10-13,WCQ — CONMEBOL (M),Tue,Away,L,2,4,Ecuador,7,4,3,42.9,0,0,0,0,0,16:00:00,/en/matches/f7e0f805/Ecuador-Uruguay-October-13-2020-WCQ----CONMEBOL-M
,2022,Uruguay,2020-11-13 Colombia-Uruguay,2020-11-13,WCQ — CONMEBOL (M),Fri,Away,W,3,0,Colombia,2,0,2,100.0,1,0,0,0,0,15:30:00,/en/matches/7e293483/Colombia-Uruguay-November-13-2020-WCQ----CONMEBOL-M
,2022,Uruguay,2020-11-17 Uruguay-Brazil,2020-11-17,WCQ — CONMEBOL (M),Tue,Home,L,0,2,Brazil,4,2,2,50.0,0,0,0,0,0,20:00:00,/en/matches/200f1977/Uruguay-Brazil-November-17-2020-WCQ----CONMEBOL-M
,2022,Uruguay,2021-06-03 Uruguay-Paraguay,2021-06-03,WCQ — CONMEBOL (M),Thu,Home,D,0,0,Paraguay,4,0,4,100.0,1,0,0,0,0,19:00:00,/en/matches/7303b11e/Uruguay-Paraguay-June-3-2021-WCQ----CONMEBOL-M
,2022,Uruguay,2021-06-08 Venezuela-Uruguay,2021-06-08,WCQ — CONMEBOL (M),Tue,Away,D,0,0,Venezuela,4,0,4,100.0,1,0,0,0,0,18:30:00,/en/matches/b131c409/Venezuela-Uruguay-June-8-2021-WCQ----CONMEBOL-M
,2022,Uruguay,2021-09-02 Peru-Uruguay,2021-09-02,WCQ — CONMEBOL (M),Thu,Away,D,1,1,Peru,2,1,1,50.0,0,0,0,0,0,20:00:00,/en/matches/9c62d11d/Peru-Uruguay-September-2-2021-WCQ----CONMEBOL-M
,2022,Uruguay,2021-09-05 Uruguay-Bolivia,2021-09-05,WCQ — CONMEBOL (M),Sun,Home,W,4,2,Bolivia,5,2,3,60.0,0,1,1,0,0,19:00:00,/en/matches/2b7eb917/Uruguay-Bolivia-September-5-2021-WCQ----CONMEBOL-M
,2022,Uruguay,2021-09-09 Uruguay-Ecuador,2021-09-09,WCQ — CONMEBOL (M),Thu,Home,W,1,0,Ecuador,2,0,2,100.0,1,0,0,0,0,19:30:00,/en/matches/2f1f8b9b/Uruguay-Ecuador-September-9-2021-WCQ----CONMEBOL-M
,2022,Uruguay,2021-10-07 Uruguay-Colombia,2021-10-07,WCQ — CONMEBOL (M),Thu,Home,D,0,0,Colombia,3,0,3,100.0,1,0,0,0,0,20:00:00,/en/matches/b22cd290/Uruguay-Colombia-October-7-2021-WCQ----CONMEBOL-M
,2022,Uruguay,2021-10-10 Argentina-Uruguay,2021-10-10,WCQ — CONMEBOL (M),Sun,Away,L,0,3,Argentina,10,3,7,70.0,0,0,0,0,0,20:30:00,/en/matches/60d07fdd/Argentina-Uruguay-October-10-2021-WCQ----CONMEBOL-M
,2022,Uruguay,2021-10-14 Brazil-Uruguay,2021-10-14,WCQ — CONMEBOL (M),Thu,Away,L,1,4,Brazil,13,4,9,69.2,0,0,0,0,0,20:30:00,/en/matches/48f7c36a/Brazil-Uruguay-October-14-2021-WCQ----CONMEBOL-M
,2022,Uruguay,2021-11-12 Uruguay-Argentina,2021-11-12,WCQ — CONMEBOL (M),Fri,Home,L,0,1,Argentina,3,1,2,66.7,0,0,0,0,0,20:00:00,/en/matches/3118bc39/Uruguay-Argentina-November-12-2021-WCQ----CONMEBOL-M
,2022,Uruguay,2021-11-16 Bolivia-Uruguay,2021-11-16,WCQ — CONMEBOL (M),Tue,Away,L,0,3,Bolivia,4,3,1,25.0,0,1,0,0,1,16:00:00,/en/matches/dfdb28c6/Bolivia-Uruguay-November-16-2021-WCQ----CONMEBOL-M
,2022,Uruguay,2022-01-27 Paraguay-Uruguay,2022-01-27,WCQ — CONMEBOL (M),Thu,Away,W,1,0,Paraguay,2,0,2,100.0,1,0,0,0,0,20:00:00,/en/matches/e2711cae/Paraguay-Uruguay-January-27-2022-WCQ----CONMEBOL-M
,2022,Uruguay,2022-02-01 Uruguay-Venezuela,2022-02-01,WCQ — CONMEBOL (M),Tue,Home,W,4,1,Venezuela,3,1,2,66.7,0,0,0,0,0,20:00:00,/en/matches/7a366fd8/Uruguay-Venezuela-February-1-2022-WCQ----CONMEBOL-M
,2022,Uruguay,2022-03-24 Uruguay-Peru,2022-03-24,WCQ — CONMEBOL (M),Thu,Home,W,1,0,Peru,2,0,2,100.0,1,0,0,0,0,20:30:00,/en/matches/2c7cca3b/Uruguay-Peru-March-24-2022-WCQ----CONMEBOL-M
,2022,Uruguay,2022-03-29 Chile-Uruguay,2022-03-29,WCQ — CONMEBOL (M),Tue,Away,W,2,0,Chile,4,0,4,100.0,1,0,0,0,0,20:30:00,/en/matches/b0fdaa5b/Chile-Uruguay-March-29-2022-WCQ----CONMEBOL-M
,2022,Uruguay,2022-06-02 Mexico-Mexico,2022-06-02,Friendlies (M),Thu,Neutral,W,3,0,Mexico,,0,,,1,0,0,0,0,19:00:00,/en/matches/471f58e1/Mexico-Uruguay-June-2-2022-Friendlies-M
,2022,Uruguay,2022-09-23 IR Iran-IR Iran,2022-09-23,Friendlies (M),Fri,Neutral,L,0,1,IR Iran,,1,,,0,0,0,0,0,19:30:00,/en/matches/0542214a/IR-Iran-Uruguay-September-23-2022-Friendlies-M
,2022,Uruguay,2022-09-27 Canada-Canada,2022-09-27,Friendlies (M),Tue,Neutral,W,2,0,Canada,,0,,,1,0,0,0,0,18:00:00,/en/matches/b90aca49/Canada-Uruguay-September-27-2022-Friendlies-M
,2022,Uruguay,2022-11-24 Korea Republic-Korea Republic,2022-11-24,Group stage,Thu,Neutral,D,0,0,Korea Republic,0,0,0,,1,0,0,0,0,16:00:00,/en/matches/878d5504/Uruguay-Korea-Republic-November-24-2022-World-Cup
,2022,Uruguay,2022-11-28 Portugal-Portugal,2022-11-28,Group stage,Mon,Neutral,L,0,2,Portugal,3,2,1,33.3,0,1,1,0,0,22:00:00,/en/matches/90fded8a/Portugal-Uruguay-November-28-2022-World-Cup
,2022,Uruguay,2022-12-02 Ghana-Ghana,2022-12-02,Group stage,Fri,Neutral,W,2,0,Ghana,3,0,3,100.0,1,1,0,1,0,18:00:00,/en/matches/0b62abf2/Ghana-Uruguay-December-2-2022-World-Cup
,2022,Wales,2021-03-24 Belgium-Wales,2021-03-24,First round,Wed,Away,L,1,3,Belgium,4,3,1,25.0,0,1,1,0,0,20:45:00,/en/matches/9eafdb50/Belgium-Wales-March-24-2021-WCQ----UEFA-M
,2022,Wales,2021-03-30 Wales-Czechia,2021-03-30,First round,Tue,Home,W,1,0,Czechia,3,0,3,100.0,1,0,0,0,0,19:45:00,/en/matches/19951036/Wales-Czechia-March-30-2021-WCQ----UEFA-M
,2022,Wales,2021-09-05 Belarus-Wales,2021-09-05,First round,Sun,Away,W,3,2,Belarus,3,2,1,33.3,0,1,1,0,0,16:00:00,/en/matches/16d6f53a/Belarus-Wales-September-5-2021-WCQ----UEFA-M
,2022,Wales,2021-09-08 Wales-Estonia,2021-09-08,First round,Wed,Home,D,0,0,Estonia,2,0,2,100.0,1,0,0,0,0,19:45:00,/en/matches/28b49512/Wales-Estonia-September-8-2021-WCQ----UEFA-M
,2022,Wales,2021-10-08 Czechia-Wales,2021-10-08,First round,Fri,Away,D,2,2,Czechia,4,2,2,50.0,0,0,0,0,0,20:45:00,/en/matches/3f2e2218/Czechia-Wales-October-8-2021-WCQ----UEFA-M
,2022,Wales,2021-10-11 Estonia-Wales,2021-10-11,First round,Mon,Away,W,1,0,Estonia,3,0,3,100.0,1,0,0,0,0,21:45:00,/en/matches/49a42498/Estonia-Wales-October-11-2021-WCQ----UEFA-M
,2022,Wales,2021-11-13 Wales-Belarus,2021-11-13,First round,Sat,Home,W,5,1,Belarus,2,1,1,50.0,0,0,0,0,0,19:45:00,/en/matches/f1c0e8a2/Wales-Belarus-November-13-2021-WCQ----UEFA-M
,2022,Wales,2021-11-16 Wales-Belgium,2021-11-16,First round,Tue,Home,D,1,1,Belgium,4,1,3,75.0,0,0,0,0,0,19:45:00,/en/matches/c2aa4863/Wales-Belgium-November-16-2021-WCQ----UEFA-M
,2022,Wales,2022-03-24 Wales-Austria,2022-03-24,Second round — Semi-finals,Thu,Home,W,2,1,Austria,4,1,3,75.0,0,0,0,0,0,19:45:00,/en/matches/a5b025eb/Wales-Austria-March-24-2022-WCQ----UEFA-M
,2022,Wales,2022-03-29 Czechia-Czechia,2022-03-29,Friendlies (M),Tue,Neutral,D,1,1,Czechia,,,,,0,0,0,0,0,19:45:00,/en/matches/0ace8939/Wales-Czechia-March-29-2022-Friendlies-M
,2022,Wales,2022-06-05 Wales-Ukraine,2022-06-05,Second round — Finals,Sun,Home,W,1,0,Ukraine,0,0,0,,1,0,0,0,0,17:00:00,/en/matches/bf22f694/Wales-Ukraine-June-5-2022-WCQ----UEFA-M
,2022,Wales,2022-11-21 United States-United States,2022-11-21,Group stage,Mon,Neutral,D,1,1,United States,2,1,1,50.0,0,0,0,0,0,22:00:00,/en/matches/9de4c4cc/United-States-Wales-November-21-2022-World-Cup
,2022,Wales,2022-11-25 IR Iran-IR Iran,2022-11-25,Group stage,Fri,Neutral,L,0,2,IR Iran,6,2,4,66.7,0,0,0,0,0,13:00:00,/en/matches/ff2407b2/Wales-IR-Iran-November-25-2022-World-Cup
,2022,Wales,2022-11-29 England-England,2022-11-29,Group stage,Tue,Neutral,L,0,3,England,7,3,4,57.1,0,0,0,0,0,22:00:00,/en/matches/e51b7436/Wales-England-November-29-2022-World-Cup
