league,season,team,game,date,round,day,venue,result,GF,GA,opponent,Performance_SoTA,Performance_GA,Performance_Saves,Performance_Save%,Performance_CS,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,time,match_report
,2022,Japan,2022-09-23 United States-United States,2022-09-23,Friendlies (M),Fri,Neutral,W,2,0,United States,,,,,2,0,0,0,0,14:25:00,/en/matches/676aab42/Japan-United-States-September-23-2022-Friendlies-M
,2022,Japan,2022-09-27 Ecuador-Ecuador,2022-09-27,Friendlies (M),Tue,Neutral,D,0,0,Ecuador,,0,,,1,1,0,1,0,13:55:00,/en/matches/f4513452/Japan-Ecuador-September-27-2022-Friendlies-M
,2022,Japan,2022-11-17 Canada-Canada,2022-11-17,Friendlies (M),Thu,Neutral,L,1,2,Canada,,2,,,0,1,1,0,0,22:40:00,/en/matches/392beca6/Japan-Canada-November-17-2022-Friendlies-M
,2022,Japan,2022-11-23 Germany-Germany,2022-11-23,Group stage,Wed,Neutral,W,2,1,Germany,9,1,8,88.9,0,1,1,0,0,16:00:00,/en/matches/a3556b5a/Germany-Japan-November-23-2022-World-Cup
,2022,Japan,2022-11-27 Costa Rica-Costa Rica,2022-11-27,Group stage,Sun,Neutral,L,0,1,Costa Rica,1,1,0,0.0,0,0,0,0,0,13:00:00,/en/matches/d56309f4/Japan-Costa-Rica-November-27-2022-World-Cup
,2022,Japan,2022-12-01 Spain-Spain,2022-12-01,Group stage,Thu,Neutral,W,2,1,Spain,5,1,4,80.0,0,0,0,0,0,22:00:00,/en/matches/f04828fe/Japan-Spain-December-1-2022-World-Cup
,2022,Japan,2022-12-05 Croatia-Croatia,2022-12-05,Round of 16,Mon,Neutral,D,1 (1),1 (3),Croatia,4,1,3,75.0,0,0,0,0,0,18:00:00,/en/matches/4e74d7ed/Japan-Croatia-December-5-2022-World-Cup
,2022,Korea Republic,2019-09-10 Turkmenistan-Korea Republic,2019-09-10,Second round,Tue,Away,W,2,0,Turkmenistan,,0,,,1,0,0,0,0,19:00:00,/en/matches/fc0b25d4/Turkmenistan-Korea-Republic-September-10-2019-WCQ----AFC-M
,2022,Korea Republic,2019-10-10 Korea Republic-Sri Lanka,2019-10-10,Second round,Thu,Home,W,8,0,Sri Lanka,,0,,,1,0,0,0,0,20:00:00,/en/matches/bc33066e/Korea-Republic-Sri-Lanka-October-10-2019-WCQ----AFC-M
,2022,Korea Republic,2019-11-14 Lebanon-Korea Republic,2019-11-14,Second round,Thu,Away,D,0,0,Lebanon,,0,,,1,0,0,0,0,15:00:00,/en/matches/b4f971c0/Lebanon-Korea-Republic-November-14-2019-WCQ----AFC-M
,2022,Korea Republic,2021-06-05 Korea Republic-Turkmenistan,2021-06-05,Second round,Sat,Home,W,5,0,Turkmenistan,,0,,,1,0,0,0,0,20:00:00,/en/matches/684fd6f3/Korea-Republic-Turkmenistan-June-5-2021-WCQ----AFC-M
,2022,Korea Republic,2021-06-09 Sri Lanka-Korea Republic,2021-06-09,Second round,Wed,Away,W,5,0,Sri Lanka,,,,,1,0,0,0,0,20:00:00,/en/matches/21aea9f9/Sri-Lanka-Korea-Republic-June-9-2021-WCQ----AFC-M
,2022,Korea Republic,2021-06-13 Korea Republic-Lebanon,2021-06-13,Second round,Sun,Home,W,2,1,Lebanon,,1,,,0,0,0,0,0,15:00:00,/en/matches/e80defca/Korea-Republic-Lebanon-June-13-2021-WCQ----AFC-M
,2022,Korea Republic,2021-09-02 Korea Republic-Iraq,2021-09-02,Third round,Thu,Home,D,0,0,Iraq,,0,,,1,0,0,0,0,20:00:00,/en/matches/8d515753/Korea-Republic-Iraq-September-2-2021-WCQ----AFC-M
,2022,Korea Republic,2021-09-07 Korea Republic-Lebanon,2021-09-07,Third round,Tue,Home,W,1,0,Lebanon,,0,,,1,0,0,0,0,20:00:00,/en/matches/a49a57ff/Korea-Republic-Lebanon-September-7-2021-WCQ----AFC-M
,2022,Korea Republic,2021-10-07 Korea Republic-Syria,2021-10-07,Third round,Thu,Home,W,2,1,Syria,,1,,,0,0,0,0,0,20:00:00,/en/matches/cbff573f/Korea-Republic-Syria-October-7-2021-WCQ----AFC-M
,2022,Korea Republic,2021-10-12 IR Iran-Korea Republic,2021-10-12,Third round,Tue,Away,D,1,1,IR Iran,,1,,,0,0,0,0,0,17:00:00,/en/matches/15f914e4/IR-Iran-Korea-Republic-October-12-2021-WCQ----AFC-M
,2022,Korea Republic,2021-11-11 Korea Republic-UAE,2021-11-11,Third round,Thu,Home,W,1,0,UAE,,0,,,1,0,0,0,0,20:00:00,/en/matches/0907c381/Korea-Republic-United-Arab-Emirates-November-11-2021-WCQ----AFC-M
,2022,Korea Republic,2021-11-16 Iraq-Korea Republic,2021-11-16,Third round,Tue,Away,W,3,0,Iraq,,0,,,1,0,0,0,0,18:00:00,/en/matches/7d1bb48f/Iraq-Korea-Republic-November-16-2021-WCQ----AFC-M
,2022,Korea Republic,2022-01-15 Iceland-Iceland,2022-01-15,Friendlies (M),Sat,Neutral,W,5,1,Iceland,,1,,,0,0,0,0,0,14:00:00,/en/matches/0cd9759e/Korea-Republic-Iceland-January-15-2022-Friendlies-M
,2022,Korea Republic,2022-01-21 Moldova-Moldova,2022-01-21,Friendlies (M),Fri,Neutral,W,4,0,Moldova,,0,,,1,0,0,0,0,14:00:00,/en/matches/35e9008d/Korea-Republic-Moldova-January-21-2022-Friendlies-M
,2022,Korea Republic,2022-01-27 Lebanon-Korea Republic,2022-01-27,Third round,Thu,Away,W,1,0,Lebanon,,0,,,1,0,0,0,0,14:00:00,/en/matches/f6877f72/Lebanon-Korea-Republic-January-27-2022-WCQ----AFC-M
,2022,Korea Republic,2022-02-01 Syria-Syria,2022-02-01,Third round,Tue,Neutral,W,2,0,Syria,,0,,,1,0,0,0,0,18:00:00,/en/matches/8293c44f/Syria-Korea-Republic-February-1-2022-WCQ----AFC-M
,2022,Korea Republic,2022-03-24 Korea Republic-IR Iran,2022-03-24,Third round,Thu,Home,W,2,0,IR Iran,,0,,,1,0,0,0,0,20:00:00,/en/matches/7fc1ba19/Korea-Republic-IR-Iran-March-24-2022-WCQ----AFC-M
,2022,Korea Republic,2022-03-29 UAE-Korea Republic,2022-03-29,Third round,Tue,Away,L,0,1,UAE,,1,,,0,0,0,0,0,17:45:00,/en/matches/1e271938/United-Arab-Emirates-Korea-Republic-March-29-2022-WCQ----AFC-M
,2022,Korea Republic,2022-06-02 Brazil-Brazil,2022-06-02,Friendlies (M),Thu,Neutral,L,1,5,Brazil,,5,,,0,2,2,0,0,20:00:00,/en/matches/1ddc6610/Korea-Republic-Brazil-June-2-2022-Friendlies-M
,2022,Korea Republic,2022-06-06 Chile-Chile,2022-06-06,Friendlies (M),Mon,Neutral,W,2,0,Chile,,0,,,1,0,0,0,0,20:00:00,/en/matches/765d2fc8/Korea-Republic-Chile-June-6-2022-Friendlies-M
,2022,Korea Republic,2022-06-10 Paraguay-Paraguay,2022-06-10,Friendlies (M),Fri,Neutral,D,2,2,Paraguay,,2,,,0,0,0,0,0,20:00:00,/en/matches/cc7e9a10/Korea-Republic-Paraguay-June-10-2022-Friendlies-M
,2022,Korea Republic,2022-06-14 Egypt-Egypt,2022-06-14,Friendlies (M),Tue,Neutral,W,4,1,Egypt,,1,,,0,0,0,0,0,20:00:00,/en/matches/893f4714/Korea-Republic-Egypt-June-14-2022-Friendlies-M
,2022,Korea Republic,2022-09-23 Costa Rica-Costa Rica,2022-09-23,Friendlies (M),Fri,Neutral,D,2,2,Costa Rica,,2,,,0,0,0,0,0,20:00:00,/en/matches/ce791cfe/Korea-Republic-Costa-Rica-September-23-2022-Friendlies-M
,2022,Korea Republic,2022-09-27 Cameroon-Cameroon,2022-09-27,Friendlies (M),Tue,Neutral,W,1,0,Cameroon,,0,,,1,0,0,0,0,20:00:00,/en/matches/f18f7fed/Korea-Republic-Cameroon-September-27-2022-Friendlies-M
,2022,Korea Republic,2022-11-11 Iceland-Iceland,2022-11-11,Friendlies (M),Fri,Neutral,W,1,0,Iceland,,0,,,1,0,0,0,0,20:00:00,/en/matches/786899bb/Korea-Republic-Iceland-November-11-2022-Friendlies-M
,2022,Korea Republic,2022-11-24 Uruguay-Uruguay,2022-11-24,Group stage,Thu,Neutral,D,0,0,Uruguay,1,0,1,100.0,1,0,0,0,0,16:00:00,/en/matches/878d5504/Uruguay-Korea-Republic-November-24-2022-World-Cup
,2022,Korea Republic,2022-11-28 Ghana-Ghana,2022-11-28,Group stage,Mon,Neutral,L,2,3,Ghana,3,3,0,0.0,0,0,0,0,0,16:00:00,/en/matches/38069bed/Korea-Republic-Ghana-November-28-2022-World-Cup
,2022,Korea Republic,2022-12-02 Portugal-Portugal,2022-12-02,Group stage,Fri,Neutral,W,2,1,Portugal,6,1,5,83.3,0,0,0,0,0,18:00:00,/en/matches/341e520f/Korea-Republic-Portugal-December-2-2022-World-Cup
,2022,Korea Republic,2022-12-05 Brazil-Brazil,2022-12-05,Round of 16,Mon,Neutral,L,1,4,Brazil,9,4,5,55.6,0,1,1,0,0,22:00:00,/en/matches/bc6994e8/Brazil-Korea-Republic-December-5-2022-World-Cup
,2022,Mexico,2021-09-02 Mexico-Jamaica,2021-09-02,Third round,Thu,Home,W,2,1,Jamaica,,1,,,0,0,0,0,0,21:00:00,/en/matches/27518b38/Mexico-Jamaica-September-2-2021-WCQ----CONCACAF-M
,2022,Mexico,2021-09-05 Costa Rica-Mexico,2021-09-05,Third round,Sun,Away,W,1,0,Costa Rica,,0,,,1,0,0,0,0,17:05:00,/en/matches/b3ff1804/Costa-Rica-Mexico-September-5-2021-WCQ----CONCACAF-M
,2022,Mexico,2021-09-08 Panama-Mexico,2021-09-08,Third round,Wed,Away,D,1,1,Panama,,1,,,0,0,0,0,0,19:05:00,/en/matches/b2b92dfc/Panama-Mexico-September-8-2021-WCQ----CONCACAF-M
,2022,Mexico,2021-10-07 Mexico-Canada,2021-10-07,Third round,Thu,Home,D,1,1,Canada,,1,,,0,0,0,0,0,20:40:00,/en/matches/837db4cf/Mexico-Canada-October-7-2021-WCQ----CONCACAF-M
,2022,Mexico,2021-10-10 Mexico-Honduras,2021-10-10,Third round,Sun,Home,W,3,0,Honduras,,0,,,1,0,0,0,0,18:00:00,/en/matches/47f3ab07/Mexico-Honduras-October-10-2021-WCQ----CONCACAF-M
,2022,Mexico,2021-10-13 El Salvador-Mexico,2021-10-13,Third round,Wed,Away,W,2,0,El Salvador,,0,,,1,0,0,0,0,20:05:00,/en/matches/56f5c2d5/El-Salvador-Mexico-October-13-2021-WCQ----CONCACAF-M
,2022,Mexico,2021-11-12 United States-Mexico,2021-11-12,Third round,Fri,Away,L,0,2,United States,,2,,,0,0,0,0,0,21:10:00,/en/matches/79a3bf11/United-States-Mexico-November-12-2021-WCQ----CONCACAF-M
,2022,Mexico,2021-11-16 Canada-Mexico,2021-11-16,Third round,Tue,Away,L,1,2,Canada,,2,,,0,0,0,0,0,19:05:00,/en/matches/24853275/Canada-Mexico-November-16-2021-WCQ----CONCACAF-M
,2022,Mexico,2022-01-27 Jamaica-Mexico,2022-01-27,Third round,Thu,Away,W,2,1,Jamaica,,1,,,0,0,0,0,0,19:00:00,/en/matches/4b84070f/Jamaica-Mexico-January-27-2022-WCQ----CONCACAF-M
,2022,Mexico,2022-01-30 Mexico-Costa Rica,2022-01-30,Third round,Sun,Home,D,0,0,Costa Rica,,0,,,1,0,0,0,0,17:00:00,/en/matches/1e29286c/Mexico-Costa-Rica-January-30-2022-WCQ----CONCACAF-M
,2022,Mexico,2022-02-02 Mexico-Panama,2022-02-02,Third round,Wed,Home,W,1,0,Panama,,0,,,1,0,0,0,0,21:00:00,/en/matches/70cf7955/Mexico-Panama-February-2-2022-WCQ----CONCACAF-M
,2022,Mexico,2022-03-24 Mexico-United States,2022-03-24,Third round,Thu,Home,D,0,0,United States,,0,,,1,0,0,0,0,20:00:00,/en/matches/07494c1b/Mexico-United-States-March-24-2022-WCQ----CONCACAF-M
,2022,Mexico,2022-03-27 Honduras-Mexico,2022-03-27,Third round,Sun,Away,W,1,0,Honduras,,0,,,1,0,0,0,0,17:05:00,/en/matches/cad049bf/Honduras-Mexico-March-27-2022-WCQ----CONCACAF-M
,2022,Mexico,2022-03-30 Mexico-El Salvador,2022-03-30,Third round,Wed,Home,W,2,0,El Salvador,,0,,,1,0,0,0,0,19:05:00,/en/matches/43162214/Mexico-El-Salvador-March-30-2022-WCQ----CONCACAF-M
,2022,Mexico,2022-04-27 Guatemala-Guatemala,2022-04-27,Friendlies (M),Wed,Neutral,D,0,0,Guatemala,,0,,,1,0,0,0,0,20:30:00,/en/matches/db93baf0/Mexico-Guatemala-April-27-2022-Friendlies-M
,2022,Mexico,2022-05-28 Nigeria-Nigeria,2022-05-28,Friendlies (M),Sat,Neutral,W,2,1,Nigeria,,1,,,0,0,0,0,0,19:08:00,/en/matches/307abd97/Mexico-Nigeria-May-28-2022-Friendlies-M
,2022,Mexico,2022-06-02 Uruguay-Uruguay,2022-06-02,Friendlies (M),Thu,Neutral,L,0,3,Uruguay,,3,,,0,0,0,0,0,19:00:00,/en/matches/471f58e1/Mexico-Uruguay-June-2-2022-Friendlies-M
,2022,Mexico,2022-06-05 Ecuador-Ecuador,2022-06-05,Friendlies (M),Sun,Neutral,D,0,0,Ecuador,,0,,,1,0,0,0,0,18:30:00,/en/matches/8dd4f5d5/Mexico-Ecuador-June-5-2022-Friendlies-M
,2022,Mexico,2022-08-31 Paraguay-Paraguay,2022-08-31,Friendlies (M),Wed,Neutral,L,0,1,Paraguay,,1,,,0,0,0,0,0,21:00:00,/en/matches/30db455b/Mexico-Paraguay-August-31-2022-Friendlies-M
,2022,Mexico,2022-09-24 Peru-Peru,2022-09-24,Friendlies (M),Sat,Neutral,W,1,0,Peru,,0,,,1,0,0,0,0,18:00:00,/en/matches/1a2a6866/Mexico-Peru-September-24-2022-Friendlies-M
,2022,Mexico,2022-09-27 Colombia-Colombia,2022-09-27,Friendlies (M),Tue,Neutral,L,2,3,Colombia,,3,,,0,0,0,0,0,19:00:00,/en/matches/d5bcb154/Mexico-Colombia-September-27-2022-Friendlies-M
,2022,Mexico,2022-11-09 Iraq-Iraq,2022-11-09,Friendlies (M),Wed,Neutral,W,4,0,Iraq,,0,,,1,0,0,0,0,21:00:00,/en/matches/265007e8/Mexico-Iraq-November-9-2022-Friendlies-M
,2022,Mexico,2022-11-16 Sweden-Sweden,2022-11-16,Friendlies (M),Wed,Neutral,L,1,2,Sweden,,2,,,0,0,0,0,0,20:30:00,/en/matches/48370637/Mexico-Sweden-November-16-2022-Friendlies-M
,2022,Mexico,2022-11-22 Poland-Poland,2022-11-22,Group stage,Tue,Neutral,D,0,0,Poland,1,0,1,100.0,1,1,0,1,0,19:00:00,/en/matches/0f944fec/Mexico-Poland-November-22-2022-World-Cup
,2022,Mexico,2022-11-26 Argentina-Argentina,2022-11-26,Group stage,Sat,Neutral,L,0,2,Argentina,2,2,0,0.0,0,0,0,0,0,22:00:00,/en/matches/d28d6c80/Argentina-Mexico-November-26-2022-World-Cup
,2022,Mexico,2022-11-30 Saudi Arabia-Saudi Arabia,2022-11-30,Group stage,Wed,Neutral,W,2,1,Saudi Arabia,2,1,1,50.0,0,0,0,0,0,22:00:00,/en/matches/6d3741e9/Saudi-Arabia-Mexico-November-30-2022-World-Cup
,2022,Morocco,2021-09-02 Morocco-Sudan,2021-09-02,Second round,Thu,Home,W,2,0,Sudan,,0,,,1,0,0,0,0,20:00:00,/en/matches/7855cb30/Morocco-Sudan-September-2-2021-WCQ----CAF-M
,2022,Morocco,2021-10-06 Morocco-Guinea-Bissau,2021-10-06,Second round,Wed,Home,W,5,0,Guinea-Bissau,,0,,,1,0,0,0,0,20:00:00,/en/matches/4b95e49f/Morocco-Guinea-Bissau-October-6-2021-WCQ----CAF-M
,2022,Morocco,2021-10-09 Guinea-Bissau-Morocco,2021-10-09,Second round,Sat,Away,W,3,0,Guinea-Bissau,,0,,,1,0,0,0,0,19:00:00,/en/matches/65061ce6/Guinea-Bissau-Morocco-October-9-2021-WCQ----CAF-M
,2022,Morocco,2021-10-12 Guinea-Morocco,2021-10-12,Second round,Tue,Away,W,4,1,Guinea,,1,,,0,0,0,0,0,20:00:00,/en/matches/2b9d5baf/Guinea-Morocco-October-12-2021-WCQ----CAF-M
,2022,Morocco,2021-11-12 Sudan-Morocco,2021-11-12,Second round,Fri,Away,W,3,0,Sudan,,0,,,1,0,0,0,0,21:00:00,/en/matches/2efa2a4f/Sudan-Morocco-November-12-2021-WCQ----CAF-M
,2022,Morocco,2021-11-16 Morocco-Guinea,2021-11-16,Second round,Tue,Home,W,3,0,Guinea,,0,,,1,0,0,0,0,20:00:00,/en/matches/81daa561/Morocco-Guinea-November-16-2021-WCQ----CAF-M
,2022,Morocco,2022-03-25 Congo DR-Morocco,2022-03-25,Third round,Fri,Away,D,1,1,Congo DR,,1,,,0,0,0,0,0,16:00:00,/en/matches/448d605d/Congo-DR-Morocco-March-25-2022-WCQ----CAF-M
,2022,Morocco,2022-03-29 Morocco-Congo DR,2022-03-29,Third round,Tue,Home,W,4,1,Congo DR,,,,,0,0,0,0,0,19:30:00,/en/matches/6b649b55/Morocco-Congo-DR-March-29-2022-WCQ----CAF-M
,2022,Morocco,2022-06-01 United States-United States,2022-06-01,Friendlies (M),Wed,Neutral,L,0,3,United States,,3,,,0,1,1,0,0,19:30:00,/en/matches/1f428d10/United-States-Morocco-June-1-2022-Friendlies-M
,2022,Morocco,2022-09-23 Chile-Chile,2022-09-23,Friendlies (M),Fri,Neutral,W,2,0,Chile,,0,,,1,0,0,0,0,20:00:00,/en/matches/f9474a8e/Morocco-Chile-September-23-2022-Friendlies-M
,2022,Morocco,2022-09-27 Paraguay-Paraguay,2022-09-27,Friendlies (M),Tue,Neutral,D,0,0,Paraguay,,0,,,1,0,0,0,0,21:00:00,/en/matches/0c38ebe9/Morocco-Paraguay-September-27-2022-Friendlies-M
,2022,Morocco,2022-11-17 Georgia-Georgia,2022-11-17,Friendlies (M),Thu,Neutral,W,3,0,Georgia,,0,,,1,0,0,0,0,20:00:00,/en/matches/a6a74e89/Morocco-Georgia-November-17-2022-Friendlies-M
,2022,Morocco,2022-11-23 Croatia-Croatia,2022-11-23,Group stage,Wed,Neutral,D,0,0,Croatia,1,0,1,100.0,1,0,0,0,0,13:00:00,/en/matches/197b3688/Morocco-Croatia-November-23-2022-World-Cup
,2022,Morocco,2022-11-27 Belgium-Belgium,2022-11-27,Group stage,Sun,Neutral,W,2,0,Belgium,3,0,3,100.0,1,0,0,0,0,16:00:00,/en/matches/18d1b45b/Belgium-Morocco-November-27-2022-World-Cup
,2022,Morocco,2022-12-01 Canada-Canada,2022-12-01,Group stage,Thu,Neutral,W,2,1,Canada,1,1,0,0.0,0,0,0,0,0,18:00:00,/en/matches/46776714/Canada-Morocco-December-1-2022-World-Cup
,2022,Morocco,2022-12-06 Spain-Spain,2022-12-06,Round of 16,Tue,Neutral,D,0 (3),0 (0),Spain,1,0,1,100.0,1,0,0,0,0,18:00:00,/en/matches/4c0aa6b0/Morocco-Spain-December-6-2022-World-Cup
,2022,Morocco,2022-12-10 Portugal-Portugal,2022-12-10,Quarter-finals,Sat,Neutral,W,1,0,Portugal,3,0,3,100.0,1,0,0,0,0,18:00:00,/en/matches/170c8725/Morocco-Portugal-December-10-2022-World-Cup
,2022,Morocco,2022-12-14 France-France,2022-12-14,Semi-finals,Wed,Neutral,L,0,2,France,2,2,0,0.0,0,0,0,0,0,22:00:00,/en/matches/85c72a0a/France-Morocco-December-14-2022-World-Cup
,2022,Morocco,2022-12-17 Croatia-Croatia,2022-12-17,Third-place match,Sat,Neutral,L,1,2,Croatia,4,2,2,50.0,0,0,0,0,0,18:00:00,/en/matches/9d73d381/Croatia-Morocco-December-17-2022-World-Cup
,2022,Netherlands,2021-03-24 Türkiye-Netherlands,2021-03-24,First round,Wed,Away,L,2,4,Türkiye,5,4,1,20.0,0,1,1,0,0,20:00:00,/en/matches/610e3a27/Turkiye-Netherlands-March-24-2021-WCQ----UEFA-M
,2022,Netherlands,2021-03-27 Netherlands-Latvia,2021-03-27,First round,Sat,Home,W,2,0,Latvia,0,0,0,,1,0,0,0,0,18:00:00,/en/matches/ea980e30/Netherlands-Latvia-March-27-2021-WCQ----UEFA-M
,2022,Netherlands,2021-03-30 Gibraltar-Netherlands,2021-03-30,First round,Tue,Away,W,7,0,Gibraltar,0,0,0,,1,0,0,0,0,20:45:00,/en/matches/b588eaa3/Gibraltar-Netherlands-March-30-2021-WCQ----UEFA-M
,2022,Netherlands,2021-09-01 Norway-Netherlands,2021-09-01,First round,Wed,Away,D,1,1,Norway,2,1,1,50.0,0,0,0,0,0,20:45:00,/en/matches/4a8d10d3/Norway-Netherlands-September-1-2021-WCQ----UEFA-M
,2022,Netherlands,2021-09-04 Netherlands-Montenegro,2021-09-04,First round,Sat,Home,W,4,0,Montenegro,1,0,1,100.0,1,0,0,0,0,20:45:00,/en/matches/7876abc1/Netherlands-Montenegro-September-4-2021-WCQ----UEFA-M
,2022,Netherlands,2021-09-07 Netherlands-Türkiye,2021-09-07,First round,Tue,Home,W,6,1,Türkiye,2,1,1,50.0,0,0,0,0,0,20:45:00,/en/matches/3b32eef9/Netherlands-Turkiye-September-7-2021-WCQ----UEFA-M
,2022,Netherlands,2021-10-08 Latvia-Netherlands,2021-10-08,First round,Fri,Away,W,1,0,Latvia,1,0,1,100.0,1,0,0,0,0,21:45:00,/en/matches/563d13d8/Latvia-Netherlands-October-8-2021-WCQ----UEFA-M
,2022,Netherlands,2021-10-11 Netherlands-Gibraltar,2021-10-11,First round,Mon,Home,W,6,0,Gibraltar,0,0,0,,1,0,0,0,0,20:45:00,/en/matches/61bafcdd/Netherlands-Gibraltar-October-11-2021-WCQ----UEFA-M
,2022,Netherlands,2021-11-13 Montenegro-Netherlands,2021-11-13,First round,Sat,Away,D,2,2,Montenegro,3,2,1,33.3,0,0,0,0,0,20:45:00,/en/matches/e0eda4f1/Montenegro-Netherlands-November-13-2021-WCQ----UEFA-M
,2022,Netherlands,2021-11-16 Netherlands-Norway,2021-11-16,First round,Tue,Home,W,2,0,Norway,0,0,0,,1,0,0,0,0,20:45:00,/en/matches/bf5b686d/Netherlands-Norway-November-16-2021-WCQ----UEFA-M
,2022,Netherlands,2022-03-26 Denmark-Denmark,2022-03-26,Friendlies (M),Sat,Neutral,W,4,2,Denmark,,2,,,0,0,0,0,0,20:45:00,/en/matches/4073d8ce/Netherlands-Denmark-March-26-2022-Friendlies-M
,2022,Netherlands,2022-03-29 Germany-Germany,2022-03-29,Friendlies (M),Tue,Neutral,D,1,1,Germany,,1,,,0,0,0,0,0,20:45:00,/en/matches/897dd6ae/Netherlands-Germany-March-29-2022-Friendlies-M
,2022,Netherlands,2022-11-21 Senegal-Senegal,2022-11-21,Group stage,Mon,Neutral,W,2,0,Senegal,4,0,4,100.0,1,0,0,0,0,19:00:00,/en/matches/21eb041c/Senegal-Netherlands-November-21-2022-World-Cup
,2022,Netherlands,2022-11-25 Ecuador-Ecuador,2022-11-25,Group stage,Fri,Neutral,D,1,1,Ecuador,4,1,3,75.0,0,0,0,0,0,19:00:00,/en/matches/dd581756/Netherlands-Ecuador-November-25-2022-World-Cup
,2022,Netherlands,2022-11-29 Qatar-Qatar,2022-11-29,Group stage,Tue,Neutral,W,2,0,Qatar,3,0,3,100.0,1,0,0,0,0,18:00:00,/en/matches/af95872a/Netherlands-Qatar-November-29-2022-World-Cup
,2022,Netherlands,2022-12-03 United States-United States,2022-12-03,Round of 16,Sat,Neutral,W,3,1,United States,6,1,5,83.3,0,0,0,0,0,18:00:00,/en/matches/249ccad4/Netherlands-United-States-December-3-2022-World-Cup
,2022,Netherlands,2022-12-09 Argentina-Argentina,2022-12-09,Quarter-finals,Fri,Neutral,D,2 (3),2 (4),Argentina,5,2,3,60.0,0,1,1,0,0,22:00:00,/en/matches/9fd14983/Netherlands-Argentina-December-9-2022-World-Cup
,2022,Poland,2021-03-25 Hungary-Poland,2021-03-25,First round,Thu,Away,D,3,3,Hungary,4,3,1,25.0,0,0,0,0,0,20:45:00,/en/matches/5927d4f9/Hungary-Poland-March-25-2021-WCQ----UEFA-M
,2022,Poland,2021-03-28 Poland-Andorra,2021-03-28,First round,Sun,Home,W,3,0,Andorra,0,0,0,,1,0,0,0,0,20:45:00,/en/matches/8bc6ae60/Poland-Andorra-March-28-2021-WCQ----UEFA-M
,2022,Poland,2021-03-31 England-Poland,2021-03-31,First round,Wed,Away,L,1,2,England,4,2,2,50.0,0,1,1,0,0,19:45:00,/en/matches/3b0947fb/England-Poland-March-31-2021-WCQ----UEFA-M
,2022,Poland,2021-09-02 Poland-Albania,2021-09-02,First round,Thu,Home,W,4,1,Albania,4,1,3,75.0,0,0,0,0,0,20:45:00,/en/matches/3a5ec6de/Poland-Albania-September-2-2021-WCQ----UEFA-M
,2022,Poland,2021-09-05 San Marino-Poland,2021-09-05,First round,Sun,Away,W,7,1,San Marino,3,1,2,66.7,0,0,0,0,0,20:45:00,/en/matches/7cb23e4f/San-Marino-Poland-September-5-2021-WCQ----UEFA-M
,2022,Poland,2021-09-08 Poland-England,2021-09-08,First round,Wed,Home,D,1,1,England,2,1,1,50.0,0,0,0,0,0,20:45:00,/en/matches/d13f36b8/Poland-England-September-8-2021-WCQ----UEFA-M
,2022,Poland,2021-10-09 Poland-San Marino,2021-10-09,First round,Sat,Home,W,5,0,San Marino,1,0,1,100.0,2,0,0,0,0,20:45:00,/en/matches/840c3c6f/Poland-San-Marino-October-9-2021-WCQ----UEFA-M
,2022,Poland,2021-10-12 Albania-Poland,2021-10-12,First round,Tue,Away,W,1,0,Albania,1,0,1,100.0,1,0,0,0,0,20:45:00,/en/matches/7a07b04e/Albania-Poland-October-12-2021-WCQ----UEFA-M
,2022,Poland,2021-11-12 Andorra-Poland,2021-11-12,First round,Fri,Away,W,4,1,Andorra,1,1,0,0.0,0,0,0,0,0,20:45:00,/en/matches/21540c97/Andorra-Poland-November-12-2021-WCQ----UEFA-M
,2022,Poland,2021-11-15 Poland-Hungary,2021-11-15,First round,Mon,Home,L,1,2,Hungary,4,2,2,50.0,0,0,0,0,0,20:45:00,/en/matches/5780bfc1/Poland-Hungary-November-15-2021-WCQ----UEFA-M
,2022,Poland,2022-03-24 Scotland-Scotland,2022-03-24,Friendlies (M),Thu,Neutral,D,1,1,Scotland,,1,,,0,0,0,0,0,19:45:00,/en/matches/527784ab/Scotland-Poland-March-24-2022-Friendlies-M
,2022,Poland,2022-03-29 Poland-Sweden,2022-03-29,Second round — Finals,Tue,Home,W,2,0,Sweden,6,0,6,100.0,1,0,0,0,0,20:45:00,/en/matches/09414c04/Poland-Sweden-March-29-2022-WCQ----UEFA-M
,2022,Poland,2022-11-16 Chile-Chile,2022-11-16,Friendlies (M),Wed,Neutral,W,1,0,Chile,,0,,,1,0,0,0,0,18:00:00,/en/matches/ddeacad5/Poland-Chile-November-16-2022-Friendlies-M
,2022,Poland,2022-11-22 Mexico-Mexico,2022-11-22,Group stage,Tue,Neutral,D,0,0,Mexico,4,0,4,100.0,1,0,0,0,0,19:00:00,/en/matches/0f944fec/Mexico-Poland-November-22-2022-World-Cup
,2022,Poland,2022-11-26 Saudi Arabia-Saudi Arabia,2022-11-26,Group stage,Sat,Neutral,W,2,0,Saudi Arabia,4,0,4,100.0,1,1,0,1,0,16:00:00,/en/matches/8c7e37e6/Poland-Saudi-Arabia-November-26-2022-World-Cup
