league,season,team,game,date,round,day,venue,result,GF,GA,opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,time,match_report
,2018,Iceland,2018-06-26 Croatia-Croatia,2018-06-26,Group stage,Tue,Neutral,L,1,2,Croatia,1,16,6,37.5,0.0,0.0,1,1,21:00:00,/en/matches/01e30e44/Iceland-Croatia-June-26-2018-World-Cup
,2018,Iceland,2018-10-11 France-Iceland,2018-10-11,Friendlies (M),Thu,Away,D,2,2,France,2,,,,,,0,0,21:00:00,/en/matches/83a99c8c/France-Iceland-October-11-2018-Friendlies-M
,2018,Iceland,2018-11-19 Qatar-Iceland,2018-11-19,Friendlies (M),Mon,Away,D,2,2,Qatar,1,,,,,,1,1,19:30:00,/en/matches/f2cd6d24/Qatar-Iceland-November-19-2018-Friendlies-M
,2018,Japan,2015-06-16 Japan-Singapore,2015-06-16,Second round,Tue,Home,D,0,0,Singapore,0,,,,,,0,0,19:30:00,/en/matches/3383dee5/Japan-Singapore-June-16-2015-WCQ----AFC-M
,2018,Japan,2015-09-03 Japan-Cambodia,2015-09-03,Second round,Thu,Home,W,3,0,Cambodia,3,,,,,,0,0,19:25:00,/en/matches/ddd39718/Japan-Cambodia-September-3-2015-WCQ----AFC-M
,2018,Japan,2015-09-08 Afghanistan-Japan,2015-09-08,Second round,Tue,Away,W,6,0,Afghanistan,6,,,,,,0,0,16:55:00,/en/matches/b2f214f4/Afghanistan-Japan-September-8-2015-WCQ----AFC-M
,2018,Japan,2015-10-08 Syria-Japan,2015-10-08,Second round,Thu,Away,W,3,0,Syria,3,,,,,,1,1,17:00:00,/en/matches/4a310516/Syria-Japan-October-8-2015-WCQ----AFC-M
,2018,Japan,2015-11-12 Singapore-Japan,2015-11-12,Second round,Thu,Away,W,3,0,Singapore,3,,,,,,0,0,11:15:00,/en/matches/364c620a/Singapore-Japan-November-12-2015-WCQ----AFC-M
,2018,Japan,2015-11-17 Cambodia-Japan,2015-11-17,Second round,Tue,Away,W,2,0,Cambodia,1,,,,,,0,1,19:14:00,/en/matches/c7c35ced/Cambodia-Japan-November-17-2015-WCQ----AFC-M
,2018,Japan,2016-03-24 Japan-Afghanistan,2016-03-24,Second round,Thu,Home,W,5,0,Afghanistan,4,,,,,,0,0,19:30:00,/en/matches/d21b1a41/Japan-Afghanistan-March-24-2016-WCQ----AFC-M
,2018,Japan,2016-03-29 Japan-Syria,2016-03-29,Second round,Tue,Home,W,5,0,Syria,4,,,,,,0,0,19:30:00,/en/matches/591c264f/Japan-Syria-March-29-2016-WCQ----AFC-M
,2018,Japan,2016-09-01 Japan-UAE,2016-09-01,Third round,Thu,Home,L,1,2,UAE,1,,,,,,0,0,19:35:00,/en/matches/20c306d2/Japan-United-Arab-Emirates-September-1-2016-WCQ----AFC-M
,2018,Japan,2016-09-06 Thailand-Japan,2016-09-06,Third round,Tue,Away,W,2,0,Thailand,2,,,,,,0,0,19:15:00,/en/matches/a6d661c4/Thailand-Japan-September-6-2016-WCQ----AFC-M
,2018,Japan,2016-10-06 Japan-Iraq,2016-10-06,Third round,Thu,Home,W,2,1,Iraq,2,,,,,,0,0,19:35:00,/en/matches/cf38ced1/Japan-Iraq-October-6-2016-WCQ----AFC-M
,2018,Japan,2016-10-11 Australia-Japan,2016-10-11,Third round,Tue,Away,D,1,1,Australia,1,,,,,,0,0,20:00:00,/en/matches/90e39134/Australia-Japan-October-11-2016-WCQ----AFC-M
,2018,Japan,2016-11-15 Japan-Saudi Arabia,2016-11-15,Third round,Tue,Home,W,2,1,Saudi Arabia,2,,,,,,1,1,19:35:00,/en/matches/d1521504/Japan-Saudi-Arabia-November-15-2016-WCQ----AFC-M
,2018,Japan,2017-03-23 UAE-Japan,2017-03-23,Third round,Thu,Away,W,2,0,UAE,2,,,,,,0,0,19:30:00,/en/matches/9801194f/United-Arab-Emirates-Japan-March-23-2017-WCQ----AFC-M
,2018,Japan,2017-03-28 Japan-Thailand,2017-03-28,Third round,Tue,Home,W,4,0,Thailand,4,,,,,,0,0,19:35:00,/en/matches/bda970d8/Japan-Thailand-March-28-2017-WCQ----AFC-M
,2018,Japan,2017-06-13 Iraq-Japan,2017-06-13,Third round,Tue,Away,D,1,1,Iraq,1,,,,,,0,0,16:55:00,/en/matches/fcfe55d5/Iraq-Japan-June-13-2017-WCQ----AFC-M
,2018,Japan,2017-08-31 Japan-Australia,2017-08-31,Third round,Thu,Home,W,2,0,Australia,2,,,,,,0,0,19:35:00,/en/matches/10488603/Japan-Australia-August-31-2017-WCQ----AFC-M
,2018,Japan,2017-09-05 Saudi Arabia-Japan,2017-09-05,Third round,Tue,Away,L,0,1,Saudi Arabia,0,,,,,,0,0,20:30:00,/en/matches/6283eabf/Saudi-Arabia-Japan-September-5-2017-WCQ----AFC-M
,2018,Japan,2018-03-23 Japan-Mali,2018-03-23,Friendlies (M),Fri,Home,D,1,1,Mali,1,,,,,,0,0,13:20:00,/en/matches/5be2a8d5/Japan-Mali-March-23-2018-Friendlies-M
,2018,Japan,2018-03-27 Japan-Ukraine,2018-03-27,Friendlies (M),Tue,Home,L,1,2,Ukraine,1,,,,,,0,0,14:20:00,/en/matches/539ed12f/Japan-Ukraine-March-27-2018-Friendlies-M
,2018,Japan,2018-05-30 Japan-Ghana,2018-05-30,Friendlies (M),Wed,Home,L,0,2,Ghana,0,,,,,,0,0,19:25:00,/en/matches/46a3141d/Japan-Ghana-May-30-2018-Friendlies-M
,2018,Japan,2018-06-08 Switzerland-Japan,2018-06-08,Friendlies (M),Fri,Away,L,0,2,Switzerland,0,,,,,,0,0,19:00:00,/en/matches/dd44b287/Switzerland-Japan-June-8-2018-Friendlies-M
,2018,Japan,2018-06-12 Japan-Paraguay,2018-06-12,Friendlies (M),Tue,Home,W,4,2,Paraguay,3,,,,,,0,0,15:05:00,/en/matches/c9ba940d/Japan-Paraguay-June-12-2018-Friendlies-M
,2018,Japan,2018-06-19 Colombia-Colombia,2018-06-19,Group stage,Tue,Neutral,W,2,1,Colombia,2,14,5,35.7,0.07,0.2,1,1,15:00:00,/en/matches/6b881027/Colombia-Japan-June-19-2018-World-Cup
,2018,Japan,2018-06-24 Senegal-Senegal,2018-06-24,Group stage,Sun,Neutral,D,2,2,Senegal,2,7,3,42.9,0.29,0.67,0,0,20:00:00,/en/matches/59b7ead6/Japan-Senegal-June-24-2018-World-Cup
,2018,Japan,2018-06-28 Poland-Poland,2018-06-28,Group stage,Thu,Neutral,L,0,1,Poland,0,10,3,30.0,0.0,0.0,0,0,17:00:00,/en/matches/94f5d825/Japan-Poland-June-28-2018-World-Cup
,2018,Japan,2018-07-02 Belgium-Belgium,2018-07-02,Round of 16,Mon,Neutral,L,2,3,Belgium,2,11,4,36.4,0.18,0.5,0,0,21:00:00,/en/matches/1fd23151/Belgium-Japan-July-2-2018-World-Cup
,2018,Japan,2018-09-11 Japan-Costa Rica,2018-09-11,Friendlies (M),Tue,Home,W,3,0,Costa Rica,2,,,,,,0,0,19:20:00,/en/matches/5bfd6851/Japan-Costa-Rica-September-11-2018-Friendlies-M
,2018,Japan,2018-10-12 Japan-Panama,2018-10-12,Friendlies (M),Fri,Home,W,3,0,Panama,2,,,,,,0,0,19:35:00,/en/matches/208df114/Japan-Panama-October-12-2018-Friendlies-M
,2018,Japan,2018-10-16 Japan-Uruguay,2018-10-16,Friendlies (M),Tue,Home,W,4,3,Uruguay,4,,,,,,0,0,19:35:00,/en/matches/1cb293d2/Japan-Uruguay-October-16-2018-Friendlies-M
,2018,Japan,2018-11-16 Japan-Venezuela,2018-11-16,Friendlies (M),Fri,Home,D,1,1,Venezuela,1,,,,,,0,0,19:30:00,/en/matches/2d684e47/Japan-Venezuela-November-16-2018-Friendlies-M
,2018,Japan,2018-11-20 Japan-Kyrgyz Republic,2018-11-20,Friendlies (M),Tue,Home,W,4,0,Kyrgyz Republic,4,,,,,,0,0,19:20:00,/en/matches/497f64d8/Japan-Kyrgyz-Republic-November-20-2018-Friendlies-M
,2018,Korea Republic,2015-06-16 Myanmar-Korea Republic,2015-06-16,Second round,Tue,Away,W,2,0,Myanmar,2,,,,,,0,0,19:00:00,/en/matches/669055b1/Myanmar-Korea-Republic-June-16-2015-WCQ----AFC-M
,2018,Korea Republic,2015-09-03 Korea Republic-Laos,2015-09-03,Second round,Thu,Home,W,8,0,Laos,8,,,,,,0,0,20:00:00,/en/matches/3370495d/Korea-Republic-Laos-September-3-2015-WCQ----AFC-M
,2018,Korea Republic,2015-09-08 Lebanon-Korea Republic,2015-09-08,Second round,Tue,Away,W,3,0,Lebanon,2,,,,,,1,1,17:00:00,/en/matches/43f57eeb/Lebanon-Korea-Republic-September-8-2015-WCQ----AFC-M
,2018,Korea Republic,2015-10-08 Kuwait-Korea Republic,2015-10-08,Second round,Thu,Away,W,1,0,Kuwait,1,,,,,,0,0,17:55:00,/en/matches/45174449/Kuwait-Korea-Republic-October-8-2015-WCQ----AFC-M
,2018,Korea Republic,2015-11-12 Korea Republic-Myanmar,2015-11-12,Second round,Thu,Home,W,4,0,Myanmar,4,,,,,,0,1,20:00:00,/en/matches/3143c946/Korea-Republic-Myanmar-November-12-2015-WCQ----AFC-M
,2018,Korea Republic,2015-11-17 Laos-Korea Republic,2015-11-17,Second round,Tue,Away,W,5,0,Laos,5,,,,,,1,1,19:00:00,/en/matches/af625b28/Laos-Korea-Republic-November-17-2015-WCQ----AFC-M
,2018,Korea Republic,2016-03-24 Korea Republic-Lebanon,2016-03-24,Second round,Thu,Home,W,1,0,Lebanon,1,,,,,,0,0,20:00:00,/en/matches/37633aae/Korea-Republic-Lebanon-March-24-2016-WCQ----AFC-M
,2018,Korea Republic,2016-09-01 Korea Republic-China PR,2016-09-01,Third round,Thu,Home,W,3,2,China PR,2,,,,,,0,0,20:00:00,/en/matches/52d0e502/Korea-Republic-China-PR-September-1-2016-WCQ----AFC-M
,2018,Korea Republic,2016-09-06 Syria-Korea Republic,2016-09-06,Third round,Tue,Away,D,0,0,Syria,0,,,,,,0,0,20:00:00,/en/matches/92107c90/Syria-Korea-Republic-September-6-2016-WCQ----AFC-M
,2018,Korea Republic,2016-10-06 Korea Republic-Qatar,2016-10-06,Third round,Thu,Home,W,3,2,Qatar,3,,,,,,0,0,20:00:00,/en/matches/004ffa44/Korea-Republic-Qatar-October-6-2016-WCQ----AFC-M
,2018,Korea Republic,2016-10-11 IR Iran-Korea Republic,2016-10-11,Third round,Tue,Away,L,0,1,IR Iran,0,,,,,,0,0,18:15:00,/en/matches/30fa9575/IR-Iran-Korea-Republic-October-11-2016-WCQ----AFC-M
,2018,Korea Republic,2016-11-15 Korea Republic-Uzbekistan,2016-11-15,Third round,Tue,Home,W,2,1,Uzbekistan,2,,,,,,0,0,20:00:00,/en/matches/8a0facc2/Korea-Republic-Uzbekistan-November-15-2016-WCQ----AFC-M
,2018,Korea Republic,2017-03-23 China PR-Korea Republic,2017-03-23,Third round,Thu,Away,L,0,1,China PR,0,,,,,,0,0,19:35:00,/en/matches/5e8637e5/China-PR-Korea-Republic-March-23-2017-WCQ----AFC-M
,2018,Korea Republic,2017-03-28 Korea Republic-Syria,2017-03-28,Third round,Tue,Home,W,1,0,Syria,1,,,,,,0,0,20:00:00,/en/matches/81dd4918/Korea-Republic-Syria-March-28-2017-WCQ----AFC-M
,2018,Korea Republic,2017-06-13 Qatar-Korea Republic,2017-06-13,Third round,Tue,Away,L,2,3,Qatar,2,,,,,,0,0,22:00:00,/en/matches/0f13c806/Qatar-Korea-Republic-June-13-2017-WCQ----AFC-M
,2018,Korea Republic,2017-08-31 Korea Republic-IR Iran,2017-08-31,Third round,Thu,Home,D,0,0,IR Iran,0,,,,,,0,0,21:00:00,/en/matches/9842f757/Korea-Republic-IR-Iran-August-31-2017-WCQ----AFC-M
,2018,Korea Republic,2017-09-05 Uzbekistan-Korea Republic,2017-09-05,Third round,Tue,Away,D,0,0,Uzbekistan,0,,,,,,0,0,20:00:00,/en/matches/9c6e8c91/Uzbekistan-Korea-Republic-September-5-2017-WCQ----AFC-M
,2018,Korea Republic,2018-01-27 Korea Republic-Moldova,2018-01-27,Friendlies (M),Sat,Home,W,1,0,Moldova,1,,,,,,0,0,16:00:00,/en/matches/520963c5/Korea-Republic-Moldova-January-27-2018-Friendlies-M
,2018,Korea Republic,2018-01-30 Korea Republic-Jamaica,2018-01-30,Friendlies (M),Tue,Home,D,2,2,Jamaica,2,,,,,,0,0,14:00:00,/en/matches/acfc9b7c/Korea-Republic-Jamaica-January-30-2018-Friendlies-M
,2018,Korea Republic,2018-02-03 Korea Republic-Latvia,2018-02-03,Friendlies (M),Sat,Home,W,1,0,Latvia,1,,,,,,0,0,17:30:00,/en/matches/0d10250a/Korea-Republic-Latvia-February-3-2018-Friendlies-M
,2018,Korea Republic,2018-03-24 Northern Ireland-Korea Republic,2018-03-24,Friendlies (M),Sat,Away,L,1,2,Northern Ireland,1,,,,,,0,0,14:00:00,/en/matches/9d2f6b3b/Northern-Ireland-Korea-Republic-March-24-2018-Friendlies-M
,2018,Korea Republic,2018-03-27 Poland-Korea Republic,2018-03-27,Friendlies (M),Tue,Away,L,2,3,Poland,2,,,,,,0,0,20:45:00,/en/matches/aa6890c8/Poland-Korea-Republic-March-27-2018-Friendlies-M
,2018,Korea Republic,2018-05-28 Korea Republic-Honduras,2018-05-28,Friendlies (M),Mon,Home,W,2,0,Honduras,2,,,,,,0,0,20:00:00,/en/matches/29d51332/Korea-Republic-Honduras-May-28-2018-Friendlies-M
,2018,Korea Republic,2018-06-01 Korea Republic-Bosnia–Herz,2018-06-01,Friendlies (M),Fri,Home,L,1,3,Bosnia–Herz,1,,,,,,0,0,20:00:00,/en/matches/70aee7b6/Korea-Republic-Bosnia-and-Herzegovina-June-1-2018-Friendlies-M
,2018,Korea Republic,2018-06-07 Korea Republic-Bolivia,2018-06-07,Friendlies (M),Thu,Home,D,0,0,Bolivia,0,,,,,,0,0,14:10:00,/en/matches/ae57cdd0/Korea-Republic-Bolivia-June-7-2018-Friendlies-M
,2018,Korea Republic,2018-06-11 Korea Republic-Senegal,2018-06-11,Friendlies (M),Mon,Home,L,0,2,Senegal,0,,,,,,0,0,15:30:00,/en/matches/b99186c1/Korea-Republic-Senegal-June-11-2018-Friendlies-M
,2018,Korea Republic,2018-06-18 Sweden-Sweden,2018-06-18,Group stage,Mon,Neutral,L,0,1,Sweden,0,5,0,0.0,0.0,,0,0,15:00:00,/en/matches/81558c33/Sweden-Korea-Republic-June-18-2018-World-Cup
,2018,Korea Republic,2018-06-23 Mexico-Mexico,2018-06-23,Group stage,Sat,Neutral,L,1,2,Mexico,1,17,6,35.3,0.06,0.17,0,0,18:00:00,/en/matches/97e095b0/Korea-Republic-Mexico-June-23-2018-World-Cup
,2018,Korea Republic,2018-06-27 Germany-Germany,2018-06-27,Group stage,Wed,Neutral,W,2,0,Germany,2,12,5,41.7,0.17,0.4,0,0,17:00:00,/en/matches/4743cce5/Korea-Republic-Germany-June-27-2018-World-Cup
,2018,Korea Republic,2018-09-07 Korea Republic-Costa Rica,2018-09-07,Friendlies (M),Fri,Home,W,2,0,Costa Rica,2,,,,,,0,1,20:00:00,/en/matches/3624c7a2/Korea-Republic-Costa-Rica-September-7-2018-Friendlies-M
,2018,Korea Republic,2018-09-11 Korea Republic-Chile,2018-09-11,Friendlies (M),Tue,Home,D,0,0,Chile,0,,,,,,0,0,20:00:00,/en/matches/25d6de2d/Korea-Republic-Chile-September-11-2018-Friendlies-M
,2018,Korea Republic,2018-10-12 Korea Republic-Uruguay,2018-10-12,Friendlies (M),Fri,Home,W,2,1,Uruguay,2,,,,,,0,1,20:00:00,/en/matches/d4e62113/Korea-Republic-Uruguay-October-12-2018-Friendlies-M
,2018,Korea Republic,2018-10-16 Korea Republic-Panama,2018-10-16,Friendlies (M),Tue,Home,D,2,2,Panama,2,,,,,,0,0,20:00:00,/en/matches/01cde657/Korea-Republic-Panama-October-16-2018-Friendlies-M
,2018,Korea Republic,2018-11-17 Australia-Korea Republic,2018-11-17,Friendlies (M),Sat,Away,D,1,1,Australia,1,,,,,,0,0,18:50:00,/en/matches/9d4687ec/Australia-Korea-Republic-November-17-2018-Friendlies-M
,2018,Korea Republic,2018-11-20 Uzbekistan-Korea Republic,2018-11-20,Friendlies (M),Tue,Away,W,4,0,Uzbekistan,4,,,,,,0,0,20:00:00,/en/matches/17e58996/Uzbekistan-Korea-Republic-November-20-2018-Friendlies-M
,2018,Korea Republic,2018-12-31 Saudi Arabia-Saudi Arabia,2018-12-31,Friendlies (M),Mon,Neutral,D,0,0,Saudi Arabia,0,,,,,,0,1,20:00:00,/en/matches/10ae7c6d/Saudi-Arabia-Korea-Republic-December-31-2018-Friendlies-M
,2018,Mexico,2015-11-13 Mexico-El Salvador,2015-11-13,Fourth round,Fri,Home,W,3,0,El Salvador,3,,,,,,0,0,20:00:00,/en/matches/e31ab32f/Mexico-El-Salvador-November-13-2015-WCQ----CONCACAF-M
,2018,Mexico,2015-11-17 Honduras-Mexico,2015-11-17,Fourth round,Tue,Away,W,2,0,Honduras,2,,,,,,0,0,15:00:00,/en/matches/fb866b57/Honduras-Mexico-November-17-2015-WCQ----CONCACAF-M
,2018,Mexico,2016-03-25 Canada-Mexico,2016-03-25,Fourth round,Fri,Away,W,3,0,Canada,3,,,,,,0,0,19:08:00,/en/matches/0d4c42b3/Canada-Mexico-March-25-2016-WCQ----CONCACAF-M
,2018,Mexico,2016-03-29 Mexico-Canada,2016-03-29,Fourth round,Tue,Home,W,2,0,Canada,2,,,,,,1,1,20:30:00,/en/matches/2e5f2251/Mexico-Canada-March-29-2016-WCQ----CONCACAF-M
,2018,Mexico,2016-09-02 El Salvador-Mexico,2016-09-02,Fourth round,Fri,Away,W,3,1,El Salvador,3,,,,,,1,1,20:06:00,/en/matches/3faa8769/El-Salvador-Mexico-September-2-2016-WCQ----CONCACAF-M
,2018,Mexico,2016-09-06 Mexico-Honduras,2016-09-06,Fourth round,Tue,Home,D,0,0,Honduras,0,,,,,,0,0,21:00:00,/en/matches/86e688c5/Mexico-Honduras-September-6-2016-WCQ----CONCACAF-M
,2018,Mexico,2016-11-11 United States-Mexico,2016-11-11,Fifth round,Fri,Away,W,2,1,United States,2,,,,,,0,0,20:01:00,/en/matches/0e902735/United-States-Mexico-November-11-2016-WCQ----CONCACAF-M
,2018,Mexico,2016-11-15 Panama-Mexico,2016-11-15,Fifth round,Tue,Away,D,0,0,Panama,0,,,,,,0,0,21:05:00,/en/matches/f7da8edc/Panama-Mexico-November-15-2016-WCQ----CONCACAF-M
,2018,Mexico,2017-03-24 Mexico-Costa Rica,2017-03-24,Fifth round,Fri,Home,W,2,0,Costa Rica,2,,,,,,0,0,19:50:00,/en/matches/e19c793e/Mexico-Costa-Rica-March-24-2017-WCQ----CONCACAF-M
,2018,Mexico,2017-03-28 Trin & Tobago-Mexico,2017-03-28,Fifth round,Tue,Away,W,1,0,Trin & Tobago,1,,,,,,0,0,19:00:00,/en/matches/659e3de1/Trinidad-and-Tobago-Mexico-March-28-2017-WCQ----CONCACAF-M
,2018,Mexico,2017-06-08 Mexico-Honduras,2017-06-08,Fifth round,Thu,Home,W,3,0,Honduras,3,,,,,,0,0,21:00:00,/en/matches/4a2cd0bb/Mexico-Honduras-June-8-2017-WCQ----CONCACAF-M
,2018,Mexico,2017-06-11 Mexico-United States,2017-06-11,Fifth round,Sun,Home,D,1,1,United States,1,,,,,,0,0,19:30:00,/en/matches/3ab3000c/Mexico-United-States-June-11-2017-WCQ----CONCACAF-M
,2018,Mexico,2017-09-01 Mexico-Panama,2017-09-01,Fifth round,Fri,Home,W,1,0,Panama,1,,,,,,0,0,20:30:00,/en/matches/fc635dbb/Mexico-Panama-September-1-2017-WCQ----CONCACAF-M
,2018,Mexico,2017-09-05 Costa Rica-Mexico,2017-09-05,Fifth round,Tue,Away,D,1,1,Costa Rica,0,,,,,,0,0,20:05:00,/en/matches/2f599ce4/Costa-Rica-Mexico-September-5-2017-WCQ----CONCACAF-M
,2018,Mexico,2017-10-06 Mexico-Trin & Tobago,2017-10-06,Fifth round,Fri,Home,W,3,1,Trin & Tobago,3,,,,,,0,0,20:30:00,/en/matches/7a90b7a1/Mexico-Trinidad-and-Tobago-October-6-2017-WCQ----CONCACAF-M
,2018,Mexico,2017-10-10 Honduras-Mexico,2017-10-10,Fifth round,Tue,Away,L,2,3,Honduras,2,,,,,,0,0,18:00:00,/en/matches/0545cd0b/Honduras-Mexico-October-10-2017-WCQ----CONCACAF-M
,2018,Mexico,2018-01-31 Mexico-Bosnia–Herz,2018-01-31,Friendlies (M),Wed,Home,W,1,0,Bosnia–Herz,1,,,,,,0,0,20:00:00,/en/matches/e3aeb3ce/Mexico-Bosnia-and-Herzegovina-January-31-2018-Friendlies-M
,2018,Mexico,2018-03-23 Mexico-Iceland,2018-03-23,Friendlies (M),Fri,Home,W,3,0,Iceland,3,,,,,,0,0,19:00:00,/en/matches/c0d64b3f/Mexico-Iceland-March-23-2018-Friendlies-M
,2018,Mexico,2018-03-27 Mexico-Croatia,2018-03-27,Friendlies (M),Tue,Home,L,0,1,Croatia,0,,,,,,0,0,21:00:00,/en/matches/200d11ec/Mexico-Croatia-March-27-2018-Friendlies-M
,2018,Mexico,2018-05-28 Mexico-Wales,2018-05-28,Friendlies (M),Mon,Home,D,0,0,Wales,0,,,,,,0,0,18:00:00,/en/matches/70058f81/Mexico-Wales-May-28-2018-Friendlies-M
,2018,Mexico,2018-06-02 Mexico-Scotland,2018-06-02,Friendlies (M),Sat,Home,W,1,0,Scotland,1,,,,,,0,0,19:00:00,/en/matches/edab8116/Mexico-Scotland-June-2-2018-Friendlies-M
,2018,Mexico,2018-06-09 Denmark-Mexico,2018-06-09,Friendlies (M),Sat,Away,L,0,2,Denmark,0,,,,,,0,0,20:00:00,/en/matches/6c3b049a/Denmark-Mexico-June-9-2018-Friendlies-M
,2018,Mexico,2018-06-17 Germany-Germany,2018-06-17,Group stage,Sun,Neutral,W,1,0,Germany,1,13,4,30.8,0.08,0.25,0,0,18:00:00,/en/matches/4100c1fb/Germany-Mexico-June-17-2018-World-Cup
,2018,Mexico,2018-06-23 Korea Republic-Korea Republic,2018-06-23,Group stage,Sat,Neutral,W,2,1,Korea Republic,2,13,5,38.5,0.08,0.2,1,1,18:00:00,/en/matches/97e095b0/Korea-Republic-Mexico-June-23-2018-World-Cup
,2018,Mexico,2018-06-27 Sweden-Sweden,2018-06-27,Group stage,Wed,Neutral,L,0,3,Sweden,0,20,3,15.0,0.0,0.0,0,0,19:00:00,/en/matches/16d76ac5/Mexico-Sweden-June-27-2018-World-Cup
,2018,Mexico,2018-07-02 Brazil-Brazil,2018-07-02,Round of 16,Mon,Neutral,L,0,2,Brazil,0,14,1,7.1,0.0,0.0,0,0,18:00:00,/en/matches/44c9a149/Brazil-Mexico-July-2-2018-World-Cup
,2018,Mexico,2018-09-07 Mexico-Uruguay,2018-09-07,Friendlies (M),Fri,Home,L,1,4,Uruguay,1,,,,,,1,2,21:08:00,/en/matches/3eacfde6/Mexico-Uruguay-September-7-2018-Friendlies-M
,2018,Mexico,2018-09-11 United States-Mexico,2018-09-11,Friendlies (M),Tue,Away,L,0,1,United States,0,,,,,,0,0,19:30:00,/en/matches/3534be55/United-States-Mexico-September-11-2018-Friendlies-M
,2018,Mexico,2018-10-11 Mexico-Costa Rica,2018-10-11,Friendlies (M),Thu,Home,W,3,2,Costa Rica,3,,,,,,1,1,20:30:00,/en/matches/19bbdaca/Mexico-Costa-Rica-October-11-2018-Friendlies-M
,2018,Mexico,2018-10-16 Mexico-Chile,2018-10-16,Friendlies (M),Tue,Home,L,0,1,Chile,0,,,,,,0,0,20:45:00,/en/matches/1002be8c/Mexico-Chile-October-16-2018-Friendlies-M
,2018,Mexico,2018-11-16 Argentina-Mexico,2018-11-16,Friendlies (M),Fri,Away,L,0,2,Argentina,0,,,,,,0,0,21:00:00,/en/matches/9b7cd617/Argentina-Mexico-November-16-2018-Friendlies-M
,2018,Mexico,2018-11-20 Argentina-Mexico,2018-11-20,Friendlies (M),Tue,Away,L,0,2,Argentina,0,,,,,,0,0,21:00:00,/en/matches/7514ca60/Argentina-Mexico-November-20-2018-Friendlies-M
,2018,Morocco,2015-11-12 Morocco-Equ. Guinea,2015-11-12,Second round,Thu,Home,W,2,0,Equ. Guinea,2,,,,,,0,0,19:00:00,/en/matches/ca884412/Morocco-Equatorial-Guinea-November-12-2015-WCQ----CAF-M
,2018,Morocco,2015-11-15 Equ. Guinea-Morocco,2015-11-15,Second round,Sun,Away,L,0,1,Equ. Guinea,0,,,,,,0,0,16:00:00,/en/matches/4f29f05f/Equatorial-Guinea-Morocco-November-15-2015-WCQ----CAF-M
,2018,Morocco,2016-10-08 Gabon-Morocco,2016-10-08,Third round,Sat,Away,D,0,0,Gabon,0,,,,,,0,0,16:00:00,/en/matches/c2112f5d/Gabon-Morocco-October-8-2016-WCQ----CAF-M
,2018,Morocco,2016-11-12 Morocco-Côte d'Ivoire,2016-11-12,Third round,Sat,Home,D,0,0,Côte d'Ivoire,0,,,,,,0,0,20:00:00,/en/matches/0e711151/Morocco-Cote-dIvoire-November-12-2016-WCQ----CAF-M
,2018,Morocco,2017-09-01 Morocco-Mali,2017-09-01,Third round,Fri,Home,W,6,0,Mali,6,,,,,,1,1,21:00:00,/en/matches/7b767ce6/Morocco-Mali-September-1-2017-WCQ----CAF-M
,2018,Morocco,2017-09-05 Mali-Morocco,2017-09-05,Third round,Tue,Away,D,0,0,Mali,0,,,,,,0,1,19:00:00,/en/matches/cb70aaa4/Mali-Morocco-September-5-2017-WCQ----CAF-M
,2018,Morocco,2017-10-07 Morocco-Gabon,2017-10-07,Third round,Sat,Home,W,3,0,Gabon,3,,,,,,0,0,20:00:00,/en/matches/6a1a9be4/Morocco-Gabon-October-7-2017-WCQ----CAF-M
,2018,Morocco,2017-11-11 Côte d'Ivoire-Morocco,2017-11-11,Third round,Sat,Away,W,2,0,Côte d'Ivoire,2,,,,,,0,0,17:30:00,/en/matches/dba5abe4/Cote-dIvoire-Morocco-November-11-2017-WCQ----CAF-M
,2018,Morocco,2018-03-23 Morocco-Serbia,2018-03-23,Friendlies (M),Fri,Home,W,2,1,Serbia,2,,,,,,1,1,20:30:00,/en/matches/7e903683/Morocco-Serbia-March-23-2018-Friendlies-M
,2018,Morocco,2018-03-27 Morocco-Uzbekistan,2018-03-27,Friendlies (M),Tue,Home,W,2,0,Uzbekistan,2,,,,,,0,0,20:00:00,/en/matches/07b3ff95/Morocco-Uzbekistan-March-27-2018-Friendlies-M
,2018,Morocco,2018-05-31 Morocco-Ukraine,2018-05-31,Friendlies (M),Thu,Home,D,0,0,Ukraine,0,,,,,,0,0,20:00:00,/en/matches/52c0e7e9/Morocco-Ukraine-May-31-2018-Friendlies-M
,2018,Morocco,2018-06-04 Morocco-Slovakia,2018-06-04,Friendlies (M),Mon,Home,W,2,1,Slovakia,2,,,,,,0,0,20:00:00,/en/matches/a8641361/Morocco-Slovakia-June-4-2018-Friendlies-M
,2018,Morocco,2018-06-09 Estonia-Morocco,2018-06-09,Friendlies (M),Sat,Away,W,3,1,Estonia,3,,,,,,1,1,19:00:00,/en/matches/def8a2a2/Estonia-Morocco-June-9-2018-Friendlies-M
,2018,Morocco,2018-06-15 IR Iran-IR Iran,2018-06-15,Group stage,Fri,Neutral,L,0,1,IR Iran,0,13,3,23.1,0.0,0.0,0,0,18:00:00,/en/matches/028c7b0f/Morocco-IR-Iran-June-15-2018-World-Cup
