league,season,team,game,date,round,day,venue,result,GF,GA,opponent,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,time,match_report
,2018,Brazil,2018-11-20 Brazil-Cameroon,2018-11-20,Friendlies (M),Tue,Home,W,1,0,Cameroon,1,,,,,,0,0,19:30:00,/en/matches/9736ee5d/Brazil-Cameroon-November-20-2018-Friendlies-M
,2018,Colombia,2015-10-08 Colombia-Peru,2015-10-08,WCQ — CONMEBOL (M),Thu,Home,W,2,0,Peru,2,,,,,,0,0,15:30:00,/en/matches/13ff285c/Colombia-Peru-October-8-2015-WCQ----CONMEBOL-M
,2018,Colombia,2015-10-13 Uruguay-Colombia,2015-10-13,WCQ — CONMEBOL (M),Tue,Away,L,0,3,Uruguay,0,,,,,,0,0,20:00:00,/en/matches/278cc098/Uruguay-Colombia-October-13-2015-WCQ----CONMEBOL-M
,2018,Colombia,2015-11-12 Chile-Colombia,2015-11-12,WCQ — CONMEBOL (M),Thu,Away,D,1,1,Chile,1,,,,,,0,0,20:30:00,/en/matches/cfd65bde/Chile-Colombia-November-12-2015-WCQ----CONMEBOL-M
,2018,Colombia,2015-11-17 Colombia-Argentina,2015-11-17,WCQ — CONMEBOL (M),Tue,Home,L,0,1,Argentina,0,,,,,,0,0,15:30:00,/en/matches/b05ac6d9/Colombia-Argentina-November-17-2015-WCQ----CONMEBOL-M
,2018,Colombia,2016-03-24 Bolivia-Colombia,2016-03-24,WCQ — CONMEBOL (M),Thu,Away,W,3,2,Bolivia,3,,,,,,0,0,16:00:00,/en/matches/8da29081/Bolivia-Colombia-March-24-2016-WCQ----CONMEBOL-M
,2018,Colombia,2016-03-29 Colombia-Ecuador,2016-03-29,WCQ — CONMEBOL (M),Tue,Home,W,3,1,Ecuador,3,,,,,,0,0,15:30:00,/en/matches/ceae971c/Colombia-Ecuador-March-29-2016-WCQ----CONMEBOL-M
,2018,Colombia,2016-09-01 Colombia-Venezuela,2016-09-01,WCQ — CONMEBOL (M),Thu,Home,W,2,0,Venezuela,2,,,,,,0,2,15:30:00,/en/matches/6e760e6d/Colombia-Venezuela-September-1-2016-WCQ----CONMEBOL-M
,2018,Colombia,2016-09-06 Brazil-Colombia,2016-09-06,WCQ — CONMEBOL (M),Tue,Away,L,1,2,Brazil,0,,,,,,0,0,20:45:00,/en/matches/0f17b553/Brazil-Colombia-September-6-2016-WCQ----CONMEBOL-M
,2018,Colombia,2016-10-06 Paraguay-Colombia,2016-10-06,WCQ — CONMEBOL (M),Thu,Away,W,1,0,Paraguay,1,,,,,,0,0,20:30:00,/en/matches/7b44ef1c/Paraguay-Colombia-October-6-2016-WCQ----CONMEBOL-M
,2018,Colombia,2016-10-11 Colombia-Uruguay,2016-10-11,WCQ — CONMEBOL (M),Tue,Home,D,2,2,Uruguay,2,,,,,,0,0,15:30:00,/en/matches/a4bb33a1/Colombia-Uruguay-October-11-2016-WCQ----CONMEBOL-M
,2018,Colombia,2016-11-10 Colombia-Chile,2016-11-10,WCQ — CONMEBOL (M),Thu,Home,D,0,0,Chile,0,,,,,,0,0,15:30:00,/en/matches/6817766e/Colombia-Chile-November-10-2016-WCQ----CONMEBOL-M
,2018,Colombia,2016-11-15 Argentina-Colombia,2016-11-15,WCQ — CONMEBOL (M),Tue,Away,L,0,3,Argentina,0,,,,,,0,0,20:30:00,/en/matches/6094a77a/Argentina-Colombia-November-15-2016-WCQ----CONMEBOL-M
,2018,Colombia,2017-03-23 Colombia-Bolivia,2017-03-23,WCQ — CONMEBOL (M),Thu,Home,W,1,0,Bolivia,1,,,,,,0,1,15:30:00,/en/matches/71c93a52/Colombia-Bolivia-March-23-2017-WCQ----CONMEBOL-M
,2018,Colombia,2017-03-28 Ecuador-Colombia,2017-03-28,WCQ — CONMEBOL (M),Tue,Away,W,2,0,Ecuador,2,,,,,,0,0,16:00:00,/en/matches/2df205bc/Ecuador-Colombia-March-28-2017-WCQ----CONMEBOL-M
,2018,Colombia,2017-08-31 Venezuela-Colombia,2017-08-31,WCQ — CONMEBOL (M),Thu,Away,D,0,0,Venezuela,0,,,,,,0,0,17:00:00,/en/matches/36857c05/Venezuela-Colombia-August-31-2017-WCQ----CONMEBOL-M
,2018,Colombia,2017-09-05 Colombia-Brazil,2017-09-05,WCQ — CONMEBOL (M),Tue,Home,D,1,1,Brazil,1,,,,,,0,0,15:30:00,/en/matches/cfd2377b/Colombia-Brazil-September-5-2017-WCQ----CONMEBOL-M
,2018,Colombia,2017-10-05 Colombia-Paraguay,2017-10-05,WCQ — CONMEBOL (M),Thu,Home,L,1,2,Paraguay,1,,,,,,0,0,18:30:00,/en/matches/28a7022f/Colombia-Paraguay-October-5-2017-WCQ----CONMEBOL-M
,2018,Colombia,2017-10-10 Peru-Colombia,2017-10-10,WCQ — CONMEBOL (M),Tue,Away,D,1,1,Peru,1,,,,,,0,0,18:30:00,/en/matches/020e73df/Peru-Colombia-October-10-2017-WCQ----CONMEBOL-M
,2018,Colombia,2018-03-23 France-Colombia,2018-03-23,Friendlies (M),Fri,Away,W,3,2,France,3,,,,,,1,1,21:00:00,/en/matches/8372e20f/France-Colombia-March-23-2018-Friendlies-M
,2018,Colombia,2018-03-27 Colombia-Australia,2018-03-27,Friendlies (M),Tue,Home,D,0,0,Australia,0,,,,,,0,1,20:00:00,/en/matches/b24e5c7c/Colombia-Australia-March-27-2018-Friendlies-M
,2018,Colombia,2018-06-01 Egypt-Colombia,2018-06-01,Friendlies (M),Fri,Away,D,0,0,Egypt,0,,,,,,0,0,21:15:00,/en/matches/d0ed4798/Egypt-Colombia-June-1-2018-Friendlies-M
,2018,Colombia,2018-06-19 Japan-Japan,2018-06-19,Group stage,Tue,Neutral,L,1,2,Japan,1,8,3,37.5,0.13,0.33,0,0,15:00:00,/en/matches/6b881027/Colombia-Japan-June-19-2018-World-Cup
,2018,Colombia,2018-06-24 Poland-Poland,2018-06-24,Group stage,Sun,Neutral,W,3,0,Poland,3,13,4,30.8,0.23,0.75,0,0,21:00:00,/en/matches/49433591/Poland-Colombia-June-24-2018-World-Cup
,2018,Colombia,2018-06-28 Senegal-Senegal,2018-06-28,Group stage,Thu,Neutral,W,1,0,Senegal,1,4,2,50.0,0.25,0.5,0,0,18:00:00,/en/matches/97a6949a/Senegal-Colombia-June-28-2018-World-Cup
,2018,Colombia,2018-07-03 England-England,2018-07-03,Round of 16,Tue,Neutral,D,1 (3),1 (4),England,1,14,4,28.6,0.07,0.25,0,0,21:00:00,/en/matches/878a02fd/Colombia-England-July-3-2018-World-Cup
,2018,Colombia,2018-09-07 Venezuela-Colombia,2018-09-07,Friendlies (M),Fri,Away,W,2,1,Venezuela,2,,,,,,0,0,20:00:00,/en/matches/72f863c3/Venezuela-Colombia-September-7-2018-Friendlies-M
,2018,Colombia,2018-09-11 Colombia-Argentina,2018-09-11,Friendlies (M),Tue,Home,D,0,0,Argentina,0,,,,,,0,0,20:00:00,/en/matches/19cfecf5/Colombia-Argentina-September-11-2018-Friendlies-M
,2018,Colombia,2018-10-11 United States-Colombia,2018-10-11,Friendlies (M),Thu,Away,W,4,2,United States,4,,,,,,0,0,19:30:00,/en/matches/da5b2a30/United-States-Colombia-October-11-2018-Friendlies-M
,2018,Colombia,2018-10-16 Colombia-Costa Rica,2018-10-16,Friendlies (M),Tue,Home,W,3,1,Costa Rica,3,,,,,,0,0,20:00:00,/en/matches/84a7a938/Colombia-Costa-Rica-October-16-2018-Friendlies-M
,2018,Costa Rica,2015-11-13 Costa Rica-Haiti,2015-11-13,Fourth round,Fri,Home,W,1,0,Haiti,1,,,,,,0,0,20:00:00,/en/matches/edb0c13a/Costa-Rica-Haiti-November-13-2015-WCQ----CONCACAF-M
,2018,Costa Rica,2015-11-17 Panama-Costa Rica,2015-11-17,Fourth round,Tue,Away,W,2,1,Panama,2,,,,,,0,0,20:30:00,/en/matches/cc01c48a/Panama-Costa-Rica-November-17-2015-WCQ----CONCACAF-M
,2018,Costa Rica,2016-03-25 Jamaica-Costa Rica,2016-03-25,Fourth round,Fri,Away,D,1,1,Jamaica,1,,,,,,0,0,19:00:00,/en/matches/6617a80e/Jamaica-Costa-Rica-March-25-2016-WCQ----CONCACAF-M
,2018,Costa Rica,2016-03-29 Costa Rica-Jamaica,2016-03-29,Fourth round,Tue,Home,W,3,0,Jamaica,3,,,,,,0,0,20:00:00,/en/matches/db823a6d/Costa-Rica-Jamaica-March-29-2016-WCQ----CONCACAF-M
,2018,Costa Rica,2016-09-02 Haiti-Costa Rica,2016-09-02,Fourth round,Fri,Away,W,1,0,Haiti,1,,,,,,0,0,19:00:00,/en/matches/27012547/Haiti-Costa-Rica-September-2-2016-WCQ----CONCACAF-M
,2018,Costa Rica,2016-09-06 Costa Rica-Panama,2016-09-06,Fourth round,Tue,Home,W,3,1,Panama,3,,,,,,0,0,19:30:00,/en/matches/bc6b3280/Costa-Rica-Panama-September-6-2016-WCQ----CONCACAF-M
,2018,Costa Rica,2016-11-11 Trin & Tobago-Costa Rica,2016-11-11,Fifth round,Fri,Away,W,2,0,Trin & Tobago,2,,,,,,0,0,19:00:00,/en/matches/0c3966a8/Trinidad-and-Tobago-Costa-Rica-November-11-2016-WCQ----CONCACAF-M
,2018,Costa Rica,2016-11-15 Costa Rica-United States,2016-11-15,Fifth round,Tue,Home,W,4,0,United States,4,,,,,,0,0,20:05:00,/en/matches/e1c5d505/Costa-Rica-United-States-November-15-2016-WCQ----CONCACAF-M
,2018,Costa Rica,2017-03-24 Mexico-Costa Rica,2017-03-24,Fifth round,Fri,Away,L,0,2,Mexico,0,,,,,,0,0,19:50:00,/en/matches/e19c793e/Mexico-Costa-Rica-March-24-2017-WCQ----CONCACAF-M
,2018,Costa Rica,2017-03-28 Honduras-Costa Rica,2017-03-28,Fifth round,Tue,Away,D,1,1,Honduras,1,,,,,,0,0,15:00:00,/en/matches/ea450a81/Honduras-Costa-Rica-March-28-2017-WCQ----CONCACAF-M
,2018,Costa Rica,2017-06-08 Costa Rica-Panama,2017-06-08,Fifth round,Thu,Home,D,0,0,Panama,0,,,,,,0,0,20:00:00,/en/matches/57e29a92/Costa-Rica-Panama-June-8-2017-WCQ----CONCACAF-M
,2018,Costa Rica,2017-06-13 Costa Rica-Trin & Tobago,2017-06-13,Fifth round,Tue,Home,W,2,1,Trin & Tobago,2,,,,,,0,0,20:00:00,/en/matches/bbc1ad44/Costa-Rica-Trinidad-and-Tobago-June-13-2017-WCQ----CONCACAF-M
,2018,Costa Rica,2017-09-01 United States-Costa Rica,2017-09-01,Fifth round,Fri,Away,W,2,0,United States,2,,,,,,0,0,18:55:00,/en/matches/e58e8d13/United-States-Costa-Rica-September-1-2017-WCQ----CONCACAF-M
,2018,Costa Rica,2017-09-05 Costa Rica-Mexico,2017-09-05,Fifth round,Tue,Home,D,1,1,Mexico,1,,,,,,0,0,20:05:00,/en/matches/2f599ce4/Costa-Rica-Mexico-September-5-2017-WCQ----CONCACAF-M
,2018,Costa Rica,2017-10-07 Costa Rica-Honduras,2017-10-07,Fifth round,Sat,Home,D,1,1,Honduras,1,,,,,,0,0,16:00:00,/en/matches/f525354d/Costa-Rica-Honduras-October-7-2017-WCQ----CONCACAF-M
,2018,Costa Rica,2017-10-10 Panama-Costa Rica,2017-10-10,Fifth round,Tue,Away,L,1,2,Panama,1,,,,,,0,0,19:00:00,/en/matches/0f6bce71/Panama-Costa-Rica-October-10-2017-WCQ----CONCACAF-M
,2018,Costa Rica,2018-03-23 Scotland-Costa Rica,2018-03-23,Friendlies (M),Fri,Away,W,1,0,Scotland,1,,,,,,0,0,19:45:00,/en/matches/8e8d25a9/Scotland-Costa-Rica-March-23-2018-Friendlies-M
,2018,Costa Rica,2018-03-27 Tunisia-Costa Rica,2018-03-27,Friendlies (M),Tue,Away,L,0,1,Tunisia,0,,,,,,0,0,20:00:00,/en/matches/5995a0a2/Tunisia-Costa-Rica-March-27-2018-Friendlies-M
,2018,Costa Rica,2018-06-03 Costa Rica-Northern Ireland,2018-06-03,Friendlies (M),Sun,Home,W,3,0,Northern Ireland,3,,,,,,0,0,11:00:00,/en/matches/888accab/Costa-Rica-Northern-Ireland-June-3-2018-Friendlies-M
,2018,Costa Rica,2018-06-07 England-Costa Rica,2018-06-07,Friendlies (M),Thu,Away,L,0,2,England,0,,,,,,0,0,20:00:00,/en/matches/94ff5de8/England-Costa-Rica-June-7-2018-Friendlies-M
,2018,Costa Rica,2018-06-11 Belgium-Costa Rica,2018-06-11,Friendlies (M),Mon,Away,L,1,4,Belgium,1,,,,,,0,0,20:45:00,/en/matches/31b00414/Belgium-Costa-Rica-June-11-2018-Friendlies-M
,2018,Costa Rica,2018-06-17 Serbia-Serbia,2018-06-17,Group stage,Sun,Neutral,L,0,1,Serbia,0,10,3,30.0,0.0,0.0,0,0,16:00:00,/en/matches/73b53b07/Costa-Rica-Serbia-June-17-2018-World-Cup
,2018,Costa Rica,2018-06-22 Brazil-Brazil,2018-06-22,Group stage,Fri,Neutral,L,0,2,Brazil,0,4,0,0.0,0.0,,0,0,15:00:00,/en/matches/be3e2453/Brazil-Costa-Rica-June-22-2018-World-Cup
,2018,Costa Rica,2018-06-27 Switzerland-Switzerland,2018-06-27,Group stage,Wed,Neutral,D,2,2,Switzerland,1,14,6,42.9,0.07,0.17,0,1,21:00:00,/en/matches/83e51111/Switzerland-Costa-Rica-June-27-2018-World-Cup
,2018,Costa Rica,2018-09-07 Korea Republic-Costa Rica,2018-09-07,Friendlies (M),Fri,Away,L,0,2,Korea Republic,0,,,,,,0,0,20:00:00,/en/matches/3624c7a2/Korea-Republic-Costa-Rica-September-7-2018-Friendlies-M
,2018,Costa Rica,2018-09-11 Japan-Costa Rica,2018-09-11,Friendlies (M),Tue,Away,L,0,3,Japan,0,,,,,,0,0,19:20:00,/en/matches/5bfd6851/Japan-Costa-Rica-September-11-2018-Friendlies-M
,2018,Costa Rica,2018-10-11 Mexico-Costa Rica,2018-10-11,Friendlies (M),Thu,Away,L,2,3,Mexico,2,,,,,,1,1,20:30:00,/en/matches/19bbdaca/Mexico-Costa-Rica-October-11-2018-Friendlies-M
,2018,Costa Rica,2018-10-16 Colombia-Costa Rica,2018-10-16,Friendlies (M),Tue,Away,L,1,3,Colombia,1,,,,,,0,0,20:00:00,/en/matches/84a7a938/Colombia-Costa-Rica-October-16-2018-Friendlies-M
,2018,Costa Rica,2018-11-16 Chile-Costa Rica,2018-11-16,Friendlies (M),Fri,Away,W,3,2,Chile,3,,,,,,0,0,21:15:00,/en/matches/e6b79903/Chile-Costa-Rica-November-16-2018-Friendlies-M
,2018,Costa Rica,2018-11-20 Peru-Costa Rica,2018-11-20,Friendlies (M),Tue,Away,W,3,2,Peru,3,,,,,,1,1,19:30:00,/en/matches/553af087/Peru-Costa-Rica-November-20-2018-Friendlies-M
,2018,Croatia,2016-09-05 Croatia-Türkiye,2016-09-05,First round,Mon,Home,D,1,1,Türkiye,1,,,,,,1,1,20:45:00,/en/matches/5e8645d0/Croatia-Turkiye-September-5-2016-WCQ----UEFA-M
,2018,Croatia,2016-10-06 Kosovo-Croatia,2016-10-06,First round,Thu,Away,W,6,0,Kosovo,6,,,,,,0,0,20:45:00,/en/matches/ebaa7ccb/Kosovo-Croatia-October-6-2016-WCQ----UEFA-M
,2018,Croatia,2016-10-09 Finland-Croatia,2016-10-09,First round,Sun,Away,W,1,0,Finland,1,,,,,,0,0,19:00:00,/en/matches/74603f1b/Finland-Croatia-October-9-2016-WCQ----UEFA-M
,2018,Croatia,2016-11-12 Croatia-Iceland,2016-11-12,First round,Sat,Home,W,2,0,Iceland,2,,,,,,0,0,18:00:00,/en/matches/0e3fbbff/Croatia-Iceland-November-12-2016-WCQ----UEFA-M
,2018,Croatia,2017-03-24 Croatia-Ukraine,2017-03-24,First round,Fri,Home,W,1,0,Ukraine,1,,,,,,0,0,20:45:00,/en/matches/5039781e/Croatia-Ukraine-March-24-2017-WCQ----UEFA-M
,2018,Croatia,2017-06-11 Iceland-Croatia,2017-06-11,First round,Sun,Away,L,0,1,Iceland,0,,,,,,0,0,18:45:00,/en/matches/f6d82230/Iceland-Croatia-June-11-2017-WCQ----UEFA-M
,2018,Croatia,2017-09-03 Croatia-Kosovo,2017-09-03,First round,Sun,Home,W,1,0,Kosovo,1,,,,,,0,0,14:30:00,/en/matches/acaa3f45/Croatia-Kosovo-September-3-2017-WCQ----UEFA-M
,2018,Croatia,2017-09-05 Türkiye-Croatia,2017-09-05,First round,Tue,Away,L,0,1,Türkiye,0,,,,,,0,0,21:45:00,/en/matches/15843ac5/Turkiye-Croatia-September-5-2017-WCQ----UEFA-M
,2018,Croatia,2017-10-06 Croatia-Finland,2017-10-06,First round,Fri,Home,D,1,1,Finland,1,,,,,,0,0,20:45:00,/en/matches/00918a09/Croatia-Finland-October-6-2017-WCQ----UEFA-M
,2018,Croatia,2017-10-09 Ukraine-Croatia,2017-10-09,First round,Mon,Away,W,2,0,Ukraine,2,,,,,,0,0,21:45:00,/en/matches/b37c9cd4/Ukraine-Croatia-October-9-2017-WCQ----UEFA-M
,2018,Croatia,2017-11-09 Croatia-Greece,2017-11-09,Second round,Thu,Home,W,4,1,Greece,4,,,,,,1,1,20:45:00,/en/matches/93f462da/Croatia-Greece-November-9-2017-WCQ----UEFA-M
,2018,Croatia,2017-11-12 Greece-Croatia,2017-11-12,Second round,Sun,Away,D,0,0,Greece,0,,,,,,0,0,21:45:00,/en/matches/1dcb4da5/Greece-Croatia-November-12-2017-WCQ----UEFA-M
,2018,Croatia,2018-03-23 Peru-Croatia,2018-03-23,Friendlies (M),Fri,Away,L,0,2,Peru,0,,,,,,0,0,20:30:00,/en/matches/e0559c51/Peru-Croatia-March-23-2018-Friendlies-M
,2018,Croatia,2018-03-27 Mexico-Croatia,2018-03-27,Friendlies (M),Tue,Away,W,1,0,Mexico,1,,,,,,1,1,21:00:00,/en/matches/200d11ec/Mexico-Croatia-March-27-2018-Friendlies-M
,2018,Croatia,2018-06-03 Brazil-Croatia,2018-06-03,Friendlies (M),Sun,Away,L,0,2,Brazil,0,,,,,,0,0,15:00:00,/en/matches/cf1c457f/Brazil-Croatia-June-3-2018-Friendlies-M
,2018,Croatia,2018-06-08 Croatia-Senegal,2018-06-08,Friendlies (M),Fri,Home,W,2,1,Senegal,2,,,,,,0,0,18:00:00,/en/matches/3fd86646/Croatia-Senegal-June-8-2018-Friendlies-M
,2018,Croatia,2018-06-16 Nigeria-Nigeria,2018-06-16,Group stage,Sat,Neutral,W,2,0,Nigeria,1,12,2,16.7,0.0,0.0,1,1,21:00:00,/en/matches/b85541a6/Croatia-Nigeria-June-16-2018-World-Cup
,2018,Croatia,2018-06-21 Argentina-Argentina,2018-06-21,Group stage,Thu,Neutral,W,3,0,Argentina,3,14,5,35.7,0.21,0.6,0,0,21:00:00,/en/matches/c4ec1ec2/Argentina-Croatia-June-21-2018-World-Cup
,2018,Croatia,2018-06-26 Iceland-Iceland,2018-06-26,Group stage,Tue,Neutral,W,2,1,Iceland,2,14,2,14.3,0.14,1.0,0,0,21:00:00,/en/matches/01e30e44/Iceland-Croatia-June-26-2018-World-Cup
,2018,Croatia,2018-07-01 Denmark-Denmark,2018-07-01,Round of 16,Sun,Neutral,D,1 (3),1 (2),Denmark,1,20,6,30.0,0.05,0.17,0,1,21:00:00,/en/matches/f0fd68f3/Croatia-Denmark-July-1-2018-World-Cup
,2018,Croatia,2018-07-07 Russia-Russia,2018-07-07,Quarter-finals,Sat,Neutral,D,2 (4),2 (3),Russia,2,18,3,16.7,0.11,0.67,0,0,21:00:00,/en/matches/bd1fbaf4/Russia-Croatia-July-7-2018-World-Cup
,2018,Croatia,2018-07-11 England-England,2018-07-11,Semi-finals,Wed,Neutral,W,2,1,England,2,22,7,31.8,0.09,0.29,0,0,21:00:00,/en/matches/12d32bfa/Croatia-England-July-11-2018-World-Cup
,2018,Croatia,2018-07-15 France-France,2018-07-15,Final,Sun,Neutral,L,2,4,France,2,14,4,28.6,0.14,0.5,0,0,18:00:00,/en/matches/a7957cf1/France-Croatia-July-15-2018-World-Cup
,2018,Croatia,2018-09-06 Portugal-Croatia,2018-09-06,Friendlies (M),Thu,Away,D,1,1,Portugal,1,,,,,,0,0,19:45:00,/en/matches/d8970a9b/Portugal-Croatia-September-6-2018-Friendlies-M
,2018,Croatia,2018-10-15 Croatia-Jordan,2018-10-15,Friendlies (M),Mon,Home,W,2,1,Jordan,2,,,,,,0,0,20:45:00,/en/matches/76796793/Croatia-Jordan-October-15-2018-Friendlies-M
,2018,Denmark,2016-09-04 Denmark-Armenia,2016-09-04,First round,Sun,Home,W,1,0,Armenia,1,,,,,,0,1,18:00:00,/en/matches/6e2ea2e7/Denmark-Armenia-September-4-2016-WCQ----UEFA-M
,2018,Denmark,2016-10-08 Poland-Denmark,2016-10-08,First round,Sat,Away,L,2,3,Poland,1,,,,,,0,0,20:45:00,/en/matches/98dd69a6/Poland-Denmark-October-8-2016-WCQ----UEFA-M
,2018,Denmark,2016-10-11 Denmark-Montenegro,2016-10-11,First round,Tue,Home,L,0,1,Montenegro,0,,,,,,0,0,20:45:00,/en/matches/6c9c4421/Denmark-Montenegro-October-11-2016-WCQ----UEFA-M
,2018,Denmark,2016-11-11 Denmark-Kazakhstan,2016-11-11,First round,Fri,Home,W,4,1,Kazakhstan,4,,,,,,1,1,20:45:00,/en/matches/681c1836/Denmark-Kazakhstan-November-11-2016-WCQ----UEFA-M
,2018,Denmark,2017-03-26 Romania-Denmark,2017-03-26,First round,Sun,Away,D,0,0,Romania,0,,,,,,0,0,21:45:00,/en/matches/30da8fcc/Romania-Denmark-March-26-2017-WCQ----UEFA-M
,2018,Denmark,2017-06-10 Kazakhstan-Denmark,2017-06-10,First round,Sat,Away,W,3,1,Kazakhstan,3,,,,,,1,1,22:00:00,/en/matches/5fd92b75/Kazakhstan-Denmark-June-10-2017-WCQ----UEFA-M
,2018,Denmark,2017-09-01 Denmark-Poland,2017-09-01,First round,Fri,Home,W,4,0,Poland,4,,,,,,0,0,20:45:00,/en/matches/714472d2/Denmark-Poland-September-1-2017-WCQ----UEFA-M
,2018,Denmark,2017-09-04 Armenia-Denmark,2017-09-04,First round,Mon,Away,W,4,1,Armenia,4,,,,,,0,0,20:00:00,/en/matches/3b1ee75c/Armenia-Denmark-September-4-2017-WCQ----UEFA-M
,2018,Denmark,2017-10-05 Montenegro-Denmark,2017-10-05,First round,Thu,Away,W,1,0,Montenegro,1,,,,,,0,0,20:45:00,/en/matches/7f8060c5/Montenegro-Denmark-October-5-2017-WCQ----UEFA-M
,2018,Denmark,2017-10-08 Denmark-Romania,2017-10-08,First round,Sun,Home,D,1,1,Romania,1,,,,,,1,1,18:00:00,/en/matches/908ba7bc/Denmark-Romania-October-8-2017-WCQ----UEFA-M
,2018,Denmark,2017-11-11 Denmark-Rep. of Ireland,2017-11-11,Second round,Sat,Home,D,0,0,Rep. of Ireland,0,,,,,,0,0,20:45:00,/en/matches/05245cc8/Denmark-Republic-of-Ireland-November-11-2017-WCQ----UEFA-M
,2018,Denmark,2017-11-14 Rep. of Ireland-Denmark,2017-11-14,Second round,Tue,Away,W,5,1,Rep. of Ireland,4,,,,,,1,1,19:45:00,/en/matches/382a7d37/Republic-of-Ireland-Denmark-November-14-2017-WCQ----UEFA-M
,2018,Denmark,2018-03-22 Denmark-Panama,2018-03-22,Friendlies (M),Thu,Home,W,1,0,Panama,1,,,,,,0,0,20:00:00,/en/matches/edc08ee8/Denmark-Panama-March-22-2018-Friendlies-M
,2018,Denmark,2018-03-27 Denmark-Chile,2018-03-27,Friendlies (M),Tue,Home,D,0,0,Chile,0,,,,,,0,0,20:00:00,/en/matches/07902e5a/Denmark-Chile-March-27-2018-Friendlies-M
,2018,Denmark,2018-06-02 Sweden-Denmark,2018-06-02,Friendlies (M),Sat,Away,D,0,0,Sweden,0,,,,,,0,0,19:45:00,/en/matches/033ac0d5/Sweden-Denmark-June-2-2018-Friendlies-M
,2018,Denmark,2018-06-09 Denmark-Mexico,2018-06-09,Friendlies (M),Sat,Home,W,2,0,Mexico,2,,,,,,0,0,20:00:00,/en/matches/6c3b049a/Denmark-Mexico-June-9-2018-Friendlies-M
,2018,Denmark,2018-06-16 Peru-Peru,2018-06-16,Group stage,Sat,Neutral,W,1,0,Peru,1,10,3,30.0,0.1,0.33,0,0,19:00:00,/en/matches/25905c9c/Peru-Denmark-June-16-2018-World-Cup
,2018,Denmark,2018-06-21 Australia-Australia,2018-06-21,Group stage,Thu,Neutral,D,1,1,Australia,1,9,4,44.4,0.11,0.25,0,0,16:00:00,/en/matches/85bb652d/Denmark-Australia-June-21-2018-World-Cup
,2018,Denmark,2018-06-26 France-France,2018-06-26,Group stage,Tue,Neutral,D,0,0,France,0,5,1,20.0,0.0,0.0,0,0,17:00:00,/en/matches/6a60e1ab/Denmark-France-June-26-2018-World-Cup
,2018,Denmark,2018-07-01 Croatia-Croatia,2018-07-01,Round of 16,Sun,Neutral,D,1 (2),1 (3),Croatia,1,14,3,21.4,0.07,0.33,0,0,21:00:00,/en/matches/f0fd68f3/Croatia-Denmark-July-1-2018-World-Cup
,2018,Denmark,2018-09-05 Slovakia-Denmark,2018-09-05,Friendlies (M),Wed,Away,L,0,3,Slovakia,0,,,,,,0,0,20:45:00,/en/matches/1b39b9dd/Slovakia-Denmark-September-5-2018-Friendlies-M
,2018,Denmark,2018-10-16 Denmark-Austria,2018-10-16,Friendlies (M),Tue,Home,W,2,0,Austria,2,,,,,,0,0,20:45:00,/en/matches/adee8ae8/Denmark-Austria-October-16-2018-Friendlies-M
,2018,Egypt,2015-11-14 Chad-Egypt,2015-11-14,Second round,Sat,Away,L,0,1,Chad,0,,,,,,0,0,15:30:00,/en/matches/a4d47fc6/Chad-Egypt-November-14-2015-WCQ----CAF-M
,2018,Egypt,2015-11-17 Egypt-Chad,2015-11-17,Second round,Tue,Home,W,4,0,Chad,4,,,,,,0,0,18:30:00,/en/matches/eba3b5e2/Egypt-Chad-November-17-2015-WCQ----CAF-M
,2018,Egypt,2016-10-09 Congo-Egypt,2016-10-09,Third round,Sun,Away,W,2,1,Congo,2,,,,,,0,0,15:30:00,/en/matches/e7f08f9f/Congo-Egypt-October-9-2016-WCQ----CAF-M
,2018,Egypt,2016-11-13 Egypt-Ghana,2016-11-13,Third round,Sun,Home,W,2,0,Ghana,2,,,,,,1,1,18:00:00,/en/matches/23f9dd4d/Egypt-Ghana-November-13-2016-WCQ----CAF-M
,2018,Egypt,2017-08-31 Uganda-Egypt,2017-08-31,Third round,Thu,Away,L,0,1,Uganda,0,,,,,,0,0,16:00:00,/en/matches/99ed8c13/Uganda-Egypt-August-31-2017-WCQ----CAF-M
,2018,Egypt,2017-09-05 Egypt-Uganda,2017-09-05,Third round,Tue,Home,W,1,0,Uganda,1,,,,,,0,0,20:00:00,/en/matches/78336a37/Egypt-Uganda-September-5-2017-WCQ----CAF-M
,2018,Egypt,2017-10-08 Egypt-Congo,2017-10-08,Third round,Sun,Home,W,2,1,Congo,2,,,,,,1,1,19:00:00,/en/matches/28948e0c/Egypt-Congo-October-8-2017-WCQ----CAF-M
,2018,Egypt,2017-11-12 Ghana-Egypt,2017-11-12,Third round,Sun,Away,D,1,1,Ghana,1,,,,,,0,0,15:30:00,/en/matches/4a6ee3ec/Ghana-Egypt-November-12-2017-WCQ----CAF-M
,2018,Egypt,2018-03-23 Portugal-Egypt,2018-03-23,Friendlies (M),Fri,Away,L,1,2,Portugal,1,,,,,,0,0,20:45:00,/en/matches/820bdc6a/Portugal-Egypt-March-23-2018-Friendlies-M
